gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2710196666	312	48.39	6	311	1	307	9.0e-99	353	COG0039	Malate/lactate dehydrogenase	313
2710196667	424	66.43	3	423	2	407	0.0e+00	618	COG0538	Isocitrate dehydrogenase	407
2710196668	372	51.05	1	371	14	390	4.0e-129	454	COG0372	Citrate synthase	390
2710196669	152	48.34	1	151	2	151	1.0e-31	128	COG2707	Uncharacterized membrane protein, DUF441 family	151
2710196670	368	27.02	8	364	12	349	1.0e-24	107	COG0628	Predicted PurR-regulated permease PerM	355
2710196672	289	39.79	2	288	1	289	1.0e-75	276	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2710196673	268	19.7	15	268	11	269	4.0e-19	88.6	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2710196682	211	45.67	1	208	1	202	6.0e-69	253	COG1182	FMN-dependent NADH-azoreductase	202
2710196685	209	44.94	55	209	51	207	7.0e-37	147	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	207
2710196690	725	26.58	2	697	3	598	4.0e-92	333	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2710196692	188	43.41	7	185	6	182	2.0e-41	162	COG3575	Uncharacterized protein	184
2710196695	422	33.57	6	418	4	426	7.0e-86	311	COG1253	Hemolysin or related protein, contains CBS domains	429
2710196698	437	34.73	9	437	10	389	6.0e-81	295	COG1686	D-alanyl-D-alanine carboxypeptidase	389
2710196699	337	30.47	2	334	2	309	5.0e-60	225	COG1619	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	313
2710196700	306	20.2	5	299	4	281	6.0e-24	105	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2710196701	181	30.43	1	180	1	184	4.0e-24	104	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710196702	340	24.01	19	314	48	365	1.0e-24	107	COG1680	CubicO group peptidase, beta-lactamase class C family	390
2710196704	168	21.18	5	168	11	180	1.0e-10	60	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710196706	413	42.61	10	412	3	385	2.0e-97	349	COG2309	Leucyl aminopeptidase (aminopeptidase T)	385
2710196707	185	51.96	3	181	1	179	1.0e-60	225	COG1954	Glycerol-3-phosphate responsive antiterminator (mRNA-binding)	181
2710196708	276	45.57	1	235	5	240	4.0e-58	218	COG0580	Glycerol uptake facilitator and related aquaporins (Major Intrinsic Protein Family)	241
2710196709	496	69.15	1	496	3	497	0.0e+00	838	COG0554	Glycerol kinase	499
2710196710	554	39.6	8	548	1	532	0.0e+00	536	COG0578	Glycerol-3-phosphate dehydrogenase	532
2710196711	137	29.69	6	129	12	136	6.0e-13	66.6	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710196713	365	40.86	4	365	13	384	3.0e-90	325	COG0006	Xaa-Pro aminopeptidase	384
2710196715	720	30.13	1	615	1	569	4.0e-115	409	COG0550	DNA topoisomerase IA	570
2710196716	217	27.98	2	217	3	182	5.0e-22	97.9	COG0693	Putative intracellular protease/amidase	188
2710196717	126	31.75	1	126	2	127	3.0e-17	80.9	COG1380	Putative effector of murein hydrolase LrgA, UPF0299 family	128
2710196718	228	40.35	1	228	1	228	2.0e-48	186	COG1346	Putative effector of murein hydrolase	230
2710196719	247	46.8	1	247	3	251	4.0e-71	261	COG0024	Methionine aminopeptidase	255
2710196723	270	64.22	158	266	1	109	3.0e-36	145	COG3584	3D (Asp-Asp-Asp) domain	109
2710196724	190	63.54	92	187	14	109	3.0e-32	131	COG3584	3D (Asp-Asp-Asp) domain	109
2710196726	509	51.33	7	489	14	500	0.0e+00	545	COG1292	Choline-glycine betaine transporter	537
2710196730	324	40.99	1	322	26	345	4.0e-80	291	COG0709	Selenophosphate synthase	346
2710196732	480	43	92	478	17	394	2.0e-84	306	COG1921	Seryl-tRNA(Sec) selenium transferase	395
2710196736	903	60.47	5	902	1	861	0.0e+00	1232	COG1048	Aconitase A	861
2710196737	195	29.55	62	179	4	135	5.0e-18	84.5	COG1225	Peroxiredoxin	157
2710196741	138	36.76	1	136	3	137	5.0e-34	136	COG0824	Acyl-CoA thioesterase FadM	137
2710196743	96	53.68	1	95	1	95	3.0e-24	103	COG4841	Uncharacterized protein YneR	95
2710196745	385	23.57	64	360	43	344	1.0e-29	124	COG2843	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily	372
2710196746	193	45.96	1	191	3	200	6.0e-43	167	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	200
2710196747	426	24.24	1	419	16	433	1.0e-47	184	COG2233	Xanthine/uracil permease	451
2710196748	327	52.05	1	316	1	309	3.0e-107	381	COG1125	ABC-type proline/glycine betaine transport system, ATPase component	309
2710196749	218	56.52	6	212	11	217	2.0e-53	202	COG1174	ABC-type proline/glycine betaine transport system, permease component	221
2710196750	299	42	1	294	3	300	2.0e-77	282	COG1732	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	300
2710196752	135	47.76	1	132	1	134	7.0e-45	172	COG1832	Predicted CoA-binding protein	140
2710196753	656	60	5	641	1	634	0.0e+00	930	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2710196754	812	47.92	5	798	6	794	0.0e+00	923	COG0188	DNA gyrase/topoisomerase IV, subunit A	804
2710196755	474	56.95	1	447	1	452	0.0e+00	534	COG1115	Na+/alanine symporter	452
2710196759	160	28.57	1	160	9	152	2.0e-20	91.6	COG1978	Predicted RNase H-related nuclease YkuK, DUF458 family	152
2710196760	519	37.03	1	519	9	531	5.0e-118	418	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2710196761	434	48.14	5	426	15	443	3.0e-105	375	COG2233	Xanthine/uracil permease	451
2710196762	196	36.67	1	180	5	179	3.0e-37	148	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	179
2710196764	189	34.57	1	187	3	190	2.0e-35	142	COG1648	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	210
2710196765	251	33.33	1	237	1	238	4.0e-37	148	COG2138	Sirohydrochlorin ferrochelatase	245
2710196766	254	54.69	1	245	3	244	4.0e-93	334	COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	244
2710196768	536	34.49	35	521	27	501	1.0e-111	397	COG0155	Sulfite reductase, beta subunit (hemoprotein)	510
2710196769	200	61.03	6	200	1	195	2.0e-84	305	COG0529	Adenylylsulfate kinase or related kinase	197
2710196770	378	57.85	1	378	2	382	0.0e+00	515	COG2046	ATP sulfurylase (sulfate adenylyltransferase)	397
2710196771	354	36.02	1	312	3	322	1.0e-44	174	COG0306	Phosphate/sulfate permease	326
2710196772	232	42.4	23	232	27	241	4.0e-56	211	COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	261
2710196773	51	55.26	14	51	10	47	1.0e-03	35.4	COG5583	Uncharacterized protein	54
2710196774	134	28.68	1	126	14	148	8.0e-14	69.4	COG2030	Acyl dehydratase	159
2710196775	149	24	17	139	34	154	2.0e-07	48.9	COG2030	Acyl dehydratase	159
2710196776	252	44.71	4	249	2	249	1.0e-47	183	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710196777	391	39.8	1	382	1	388	2.0e-86	312	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2710196778	324	43.47	1	324	1	326	8.0e-76	277	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2710196779	257	39.84	1	254	4	257	9.0e-59	220	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2710196780	360	26.11	11	343	1	317	3.0e-43	169	COG3173	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	321
2710196781	138	28.15	1	132	5	137	2.0e-23	101	COG0824	Acyl-CoA thioesterase FadM	137
2710196782	188	22.58	2	187	14	195	9.0e-15	73.5	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2710196783	531	40.7	24	528	12	523	0.0e+00	490	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2710196784	249	45.02	1	245	1	249	3.0e-53	201	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710196785	409	31.28	1	403	1	392	6.0e-69	254	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2710196786	257	41.41	7	253	1	249	4.0e-50	191	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710196787	461	60.88	1	455	1	455	0.0e+00	553	COG1823	L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family	458
2710196788	214	44.72	2	197	1	194	2.0e-50	192	COG0352	Thiamine monophosphate synthase	211
2710196789	269	54.55	1	263	2	261	6.0e-94	337	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	263
2710196790	340	42.8	2	246	7	254	7.0e-58	217	COG0476	Molybdopterin or thiamine biosynthesis adenylyltransferase	254
2710196791	254	62.95	1	251	7	257	8.0e-104	369	COG2022	Thiamin biosynthesis thiazole synthase ThiGH, ThiG subunit	262
2710196792	67	27.69	3	67	5	68	4.0e-06	43.3	COG2104	Sulfur carrier protein ThiS (thiamine biosynthesis)	68
2710196793	365	29.55	3	364	3	377	1.0e-47	183	COG0665	Glycine/D-amino acid oxidase (deaminating)	387
2710196794	213	34.44	33	207	35	211	4.0e-28	118	COG0352	Thiamine monophosphate synthase	211
2710196795	267	26.72	5	251	6	248	9.0e-23	100	COG0619	Energy-coupling factor transporter transmembrane protein EcfT	252
2710196796	475	25.78	3	469	8	516	1.0e-56	214	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	539
2710196797	192	39.58	1	185	2	192	6.0e-31	127	COG4721	ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component	192
2710196798	235	43.12	1	216	1	218	9.0e-63	233	COG0819	Thiaminase	218
2710196799	199	42.31	2	197	1	208	4.0e-48	184	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2710196800	380	26.52	15	368	16	364	1.0e-45	177	COG4585	Signal transduction histidine kinase	365
2710196802	781	31.05	390	663	20	259	1.0e-36	148	COG4242	Cyanophycinase and related exopeptidases	293
2710196805	304	37.54	5	301	3	302	3.0e-54	205	COG4589	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase	303
2710196808	250	44.87	1	250	1	260	1.0e-77	283	COG0708	Exonuclease III	261
2710196809	179	24.82	1	141	9	138	2.0e-05	42.5	COG1695	DNA-binding transcriptional regulator, PadR family	138
2710196811	298	34.83	50	298	59	325	8.0e-45	174	COG2367	Beta-lactamase class A	329
2710196813	153	24.63	1	132	4	134	8.0e-16	76.6	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710196815	268	46.49	1	268	3	262	1.0e-72	266	COG0656	Aldo/keto reductase, related to diketogulonate reductase	280
2710196817	174	25.39	1	165	4	196	4.0e-24	104	COG1335	Nicotinamidase-related amidase	205
2710196820	177	29.76	12	176	14	181	4.0e-27	114	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710196825	189	25.25	4	189	30	231	4.0e-14	71.6	COG0412	Dienelactone hydrolase	236
2710196827	164	25.32	4	158	1	151	2.0e-05	42.6	COG1936	Broad-specificity NMP kinase	180
2710196829	138	28.1	3	122	10	124	3.0e-10	57.7	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710196830	145	19.01	4	142	1	138	5.0e-07	47.1	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2710196837	150	18.25	35	150	2	138	3.0e-06	44.4	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2710196841	161	26.67	7	126	8	119	1.0e-14	72.8	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710196842	272	29.23	4	250	3	246	8.0e-27	114	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710196848	140	20.29	4	118	1	137	8.0e-08	49.8	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2710196851	179	32.56	1	172	4	165	2.0e-24	105	COG3153	Predicted N-acetyltransferase YhbS	171
2710196852	289	26.2	52	278	55	275	2.0e-11	63.8	COG5006	Threonine/homoserine efflux transporter RhtA	292
2710196856	203	30.15	6	203	7	191	7.0e-26	110	COG5516	Conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding	196
2710196858	175	29.61	6	175	4	182	1.0e-23	102	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710196860	141	24.79	1	114	6	125	7.0e-05	40	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	161
2710196869	156	22.58	1	153	10	157	3.0e-06	44.6	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2710196870	406	17.23	42	383	39	368	6.0e-20	92.3	COG4552	Predicted acetyltransferase	389
2710196871	630	25.59	8	628	4	617	2.0e-70	260	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	620
2710196873	296	25.42	1	296	1	293	2.0e-31	130	COG0583	DNA-binding transcriptional regulator, LysR family	297
2710196875	280	21.67	41	276	43	278	4.0e-19	88.6	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2710196881	1010	26.22	4	992	2	1009	0.0e+00	600	COG0841	Multidrug efflux pump subunit AcrB	1009
2710196884	222	25.93	1	210	3	213	4.0e-23	101	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2710196887	132	42.86	1	132	3	125	1.0e-35	141	COG3865	Glyoxalase superfamily enzyme, possibly 3-demethylubiquinone-9 3-methyltransferase	151
2710196888	180	26.71	2	162	1	161	4.0e-24	104	COG2306	Predicted RNA-binding protein, associated with RNAse of E/G family	183
2710196889	327	20.18	1	315	3	320	5.0e-31	128	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	331
2710196890	139	26.12	9	129	16	149	8.0e-06	43.1	COG3832	Uncharacterized conserved protein YndB, AHSA1/START domain	149
2710196891	116	41.82	4	113	2	110	2.0e-17	81	COG1695	DNA-binding transcriptional regulator, PadR family	138
2710196893	839	23.35	2	833	25	740	7.0e-106	378	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	740
2710196895	566	43.01	3	536	1	538	0.0e+00	541	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	550
2710196896	255	56.96	1	230	1	230	2.0e-89	322	COG0588	Phosphoglycerate mutase (BPG-dependent)	230
2710196897	263	23.28	13	258	23	281	4.0e-19	88.6	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2710196898	182	31.61	9	181	9	182	1.0e-26	112	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710196902	138	27.03	17	127	10	120	2.0e-08	51.9	COG1846	DNA-binding transcriptional regulator, MarR family	126
2710196905	256	30.08	8	240	1	226	8.0e-25	107	COG1011	FMN phosphatase YigB, HAD superfamily	229
2710196906	119	27.35	5	117	4	120	3.0e-15	73.9	COG4994	Uncharacterized protein	120
2710196907	256	33.72	1	253	1	260	9.0e-45	173	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	264
2710196911	189	32.97	7	184	2	183	7.0e-22	97.3	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710196917	175	31.52	4	174	25	202	1.0e-24	105	COG3896	Chloramphenicol 3-O-phosphotransferase	205
2710196920	180	28.03	9	163	18	174	1.0e-21	96.3	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710196923	321	40.85	1	321	1	326	2.0e-69	256	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2710196924	143	31.76	2	140	32	179	3.0e-24	104	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710196926	401	44.58	6	401	1	393	2.0e-73	269	COG2814	Predicted arabinose efflux permease, MFS family	394
2710196932	282	23.71	52	278	52	279	2.0e-14	73.6	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2710196936	187	28.41	11	185	8	180	2.0e-18	85.9	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710196939	1116	48.13	1	1116	2	1139	0.0e+00	1211	COG0587	DNA polymerase III, alpha subunit	1139
2710196940	412	57.49	2	402	16	418	0.0e+00	534	COG0281	Malic enzyme	432
2710196942	291	57.76	11	284	6	282	1.0e-113	403	COG0777	Acetyl-CoA carboxylase beta subunit	294
2710196943	326	63.61	1	316	1	316	0.0e+00	495	COG0825	Acetyl-CoA carboxylase alpha subunit	317
2710196944	319	55	2	319	3	342	4.0e-109	388	COG0205	6-phosphofructokinase	347
2710196945	586	58.82	1	473	4	477	0.0e+00	622	COG0469	Pyruvate kinase	477
2710196946	128	42.11	1	114	2	115	4.0e-25	107	COG3030	Protein affecting phage T7 exclusion by the F plasmid, UPF0716 family	158
2710196947	468	23.84	9	465	8	407	1.0e-50	194	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2710196948	282	34.04	4	275	4	278	2.0e-60	226	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
2710196950	309	55.78	3	303	1	299	1.0e-113	403	COG0031	Cysteine synthase	300
2710196951	183	31.11	5	180	2	178	7.0e-32	130	COG1514	2'-5' RNA ligase	180
2710196953	712	28.55	70	712	20	691	1.0e-114	407	COG1523	Pullulanase/glycogen debranching enzyme	697
2710196954	257	36.92	4	256	4	263	2.0e-53	202	COG0510	Thiamine kinase and related kinases	269
2710196956	213	39.07	1	211	10	224	1.0e-61	229	COG0220	tRNA G46 methylase TrmB	227
2710196957	280	17.87	19	278	2	231	1.0e-12	67.2	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2710196958	104	46.53	1	101	1	101	2.0e-26	110	COG5584	Predicted small secreted protein	103
2710196959	357	46.63	2	354	1	355	1.0e-120	426	COG1363	Putative aminopeptidase FrvX	355
2710196960	172	41.57	1	166	1	166	2.0e-45	175	COG1986	Non-canonical (house-cleaning) NTP pyrophosphatase, all-alpha NTP-PPase family	175
2710196962	497	43.75	14	497	12	498	5.0e-124	438	COG3104	Dipeptide/tripeptide permease	498
2710196965	343	37.61	4	339	2	346	6.0e-62	231	COG3641	Uncharacterized membrane protein (does not regulate perfringolysin O expression)	348
2710196966	105	33.71	20	104	36	124	3.0e-08	50.3	COG0526	Thiol-disulfide isomerase or thioredoxin	127
2710196967	269	59.62	1	265	1	265	2.0e-102	365	COG4848	Uncharacterized protein YtpQ, UPF0354 family	265
2710196968	202	43.65	77	200	1	123	2.0e-24	106	COG0073	tRNA-binding EMAP/Myf domain	123
2710196969	931	34.32	272	927	192	858	0.0e+00	472	COG1674	DNA segregation ATPase FtsK/SpoIIIE and related proteins	858
2710196970	367	29.82	16	353	1	354	4.0e-53	202	COG1488	Nicotinic acid phosphoribosyltransferase	405
2710196972	439	40.18	1	433	7	459	0.0e+00	493	COG0773	UDP-N-acetylmuramate-alanine ligase	459
2710196973	371	34.73	3	363	1	383	6.0e-97	347	COG2309	Leucyl aminopeptidase (aminopeptidase T)	385
2710196974	173	45.65	2	139	1	137	4.0e-29	120	COG4768	Uncharacterized protein YoxC, contains an MCP-like domain	139
2710196975	160	33.66	19	119	1	94	2.0e-11	61.9	COG4980	Gas vesicle protein	115
2710196978	719	24.04	7	385	8	380	1.0e-53	205	COG0849	Cell division ATPase FtsA	418
2710196979	358	60.22	75	352	1	279	1.0e-111	396	COG2876	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	286
2710196980	332	41.99	3	332	1	330	6.0e-95	341	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2710196981	271	42.86	4	268	1	264	2.0e-69	255	COG1291	Flagellar motor component MotA	266
2710196982	240	35.66	1	234	2	242	4.0e-52	198	COG1360	Flagellar motor protein MotB	244
2710196983	162	30.71	16	155	7	145	2.0e-11	62.3	COG2427	Uncharacterized conserved protein YjgD, DUF1641 family	148
2710196984	981	61.41	1	974	1	977	0.0e+00	1452	COG3383	Predicted molibdopterin-dependent oxidoreductase YjgC	978
2710196985	267	35.71	1	261	1	265	1.0e-65	243	COG1526	Formate dehydrogenase assembly factor FdhD	266
2710196986	354	40.49	21	262	10	254	9.0e-59	221	COG0476	Molybdopterin or thiamine biosynthesis adenylyltransferase	254
2710196987	438	44.66	3	413	2	403	1.0e-112	400	COG0303	Molybdopterin biosynthesis enzyme	404
2710196988	158	43.75	6	148	6	149	5.0e-41	160	COG0314	Molybdopterin synthase catalytic subunit	149
2710196989	76	39.29	1	76	1	84	9.0e-11	58.4	COG1977	Molybdopterin converting factor, small subunit	84
2710196990	170	51.9	6	161	1	156	4.0e-45	174	COG0521	Molybdopterin biosynthesis enzyme MoaB	169
2710196991	252	39.61	1	250	2	255	4.0e-54	205	COG0725	ABC-type molybdate transport system, periplasmic component	258
2710196992	219	42.2	1	218	2	219	6.0e-58	217	COG4149	ABC-type molybdate transport system, permease component	225
2710196993	163	50.93	1	161	1	157	2.0e-55	208	COG0315	Molybdenum cofactor biosynthesis enzyme	157
2710196994	180	34.29	6	143	3	140	7.0e-25	106	COG1763	Molybdopterin-guanine dinucleotide biosynthesis protein	161
2710196995	196	33.68	5	196	4	190	2.0e-35	142	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	192
2710196996	335	46.71	3	335	1	322	1.0e-100	359	COG2896	Molybdenum cofactor biosynthesis enzyme MoaA	322
2710196998	400	37.69	12	332	2	312	7.0e-88	317	COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	340
2710197001	572	40.82	35	569	1	528	0.0e+00	590	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	528
2710197002	989	30.79	24	715	1	611	1.0e-119	424	COG0744	Membrane carboxypeptidase (penicillin-binding protein)	661
2710197003	420	47.14	3	420	5	401	2.0e-127	449	COG0162	Tyrosyl-tRNA synthetase	401
2710197004	200	60.98	1	200	1	205	9.0e-68	249	COG0522	Ribosomal protein S4 or related protein	205
2710197006	607	33.52	431	603	1	179	6.0e-34	139	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2710197007	394	49.75	1	394	2	396	0.0e+00	511	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2710197008	280	31.43	1	279	53	302	1.0e-53	203	COG0803	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	303
2710197010	393	36.17	3	371	1	323	8.0e-83	301	COG0523	GTPase, G3E family	323
2710197011	336	34.87	42	334	11	314	7.0e-53	201	COG0701	Uncharacterized membrane protein YraQ, UPF0718 family	317
2710197012	299	29.12	10	291	1	267	1.0e-41	163	COG3689	Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family	271
2710197014	161	62.11	1	161	2	160	3.0e-63	234	COG1956	GAF domain-containing protein, putative methionine-R-sulfoxide reductase	163
2710197015	217	19.02	1	184	4	184	2.0e-11	62.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2710197016	263	24.51	3	253	2	231	8.0e-33	134	COG1387	Histidinol phosphatase or related hydrolase of the PHP family	237
2710197017	565	40.14	1	557	2	559	3.0e-115	409	COG4477	Septation ring formation regulator EzrA	570
2710197018	446	50.92	6	438	2	431	1.0e-113	403	COG1114	Branched-chain amino acid permeases	431
2710197019	383	47.88	2	376	3	379	2.0e-130	458	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme	386
2710197020	403	48.44	3	384	2	383	9.0e-129	453	COG0301	Adenylyl- and sulfurtransferase ThiI, participates in tRNA 4-thiouridine and thiamine biosynthesis	383
2710197022	527	35.88	8	523	4	522	0.0e+00	489	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	528
2710197023	531	38.18	1	530	5	535	0.0e+00	466	COG1574	Predicted amidohydrolase YtcJ	535
2710197024	304	48.31	2	297	3	293	5.0e-70	258	COG2962	Uncharacterized membrane protein RarD, contains two EamA domains	293
2710197025	266	25.83	1	266	15	278	5.0e-47	181	COG0061	NAD kinase	281
2710197026	336	41.5	58	310	57	302	1.0e-60	226	COG0616	Periplasmic serine protease, ClpP class	317
2710197027	176	24.46	33	170	16	154	3.0e-14	71.7	COG1714	Uncharacterized membrane protein YckC, RDD family	172
2710197029	158	45.86	1	157	1	137	2.0e-33	135	COG3874	Uncharacterized spore protein YtfJ	138
2710197030	166	62.03	1	155	1	158	3.0e-62	230	COG2077	Peroxiredoxin	158
2710197031	328	33.92	18	328	42	380	1.0e-37	151	COG0827	Adenine-specific DNA methylase	381
2710197032	397	63.01	3	393	1	391	0.0e+00	607	COG0282	Acetate kinase	396
2710197035	403	62.34	1	398	3	403	0.0e+00	601	COG0137	Argininosuccinate synthase	403
2710197036	464	59.17	1	458	2	459	0.0e+00	682	COG0165	Argininosuccinate lyase	459
2710197037	150	42.21	1	147	1	154	3.0e-20	91.6	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2710197039	365	25.93	4	363	83	447	2.0e-27	117	COG1231	Monoamine oxidase	450
2710197041	143	25.22	25	136	9	123	4.0e-08	50.7	COG1846	DNA-binding transcriptional regulator, MarR family	126
2710197042	323	36.17	1	320	1	325	3.0e-62	232	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2710197043	155	36.52	21	132	12	120	5.0e-15	73.9	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2710197044	221	24.57	1	214	1	217	7.0e-08	51.1	COG3340	Peptidase E	224
2710197047	112	38.1	6	108	4	108	6.0e-17	79.1	COG1695	DNA-binding transcriptional regulator, PadR family	138
2710197048	114	50.44	3	114	2	111	2.0e-28	117	COG4817	DNA-binding ferritin-like protein (Dps family)	111
2710197049	257	47.47	5	257	4	258	3.0e-64	238	COG1131	ABC-type multidrug transport system, ATPase component	293
2710197050	249	21	28	246	44	254	8.0e-09	54.4	COG1682	ABC-type polysaccharide/polyol phosphate export permease	263
2710197052	115	34.75	1	115	1	113	7.0e-20	89.2	COG3795	Uncharacterized conserved protein	123
2710197054	115	19.09	11	114	16	124	3.0e-03	34.1	COG3324	Predicted enzyme related to lactoylglutathione lyase	127
2710197069	156	37.58	1	151	2	156	2.0e-36	145	COG3091	Predicted Zn-dependent metalloprotease, SprT family	156
2710197071	722	55.56	9	720	8	727	0.0e+00	901	COG2183	Transcriptional accessory protein Tex/SPT6	780
2710197073	265	40.64	8	257	3	247	2.0e-52	199	COG1191	DNA-directed RNA polymerase specialized sigma subunit	247
2710197074	155	36.81	8	149	7	146	1.0e-25	109	COG2172	Anti-sigma regulatory factor (Ser/Thr protein kinase)	146
2710197075	110	41.75	1	101	1	103	5.0e-17	79.7	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2710197076	336	32.47	1	336	20	367	2.0e-64	239	COG2208	Serine phosphatase RsbU, regulator of sigma subunit	367
2710197077	133	35.51	7	133	9	144	5.0e-23	100	COG2172	Anti-sigma regulatory factor (Ser/Thr protein kinase)	146
2710197078	118	39.29	3	113	5	116	3.0e-15	73.9	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2710197079	276	31.86	147	259	1	113	2.0e-18	86.6	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
