gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2710196632	86	100	1	86	1	86	5.3e-54	192	KO:K09888	cell division protein ZapA		
2710196633	307	100	1	307	1	307	0.0e+00	690	KO:K03471	ribonuclease HIII [EC:3.1.26.4]	EC:3.1.26.4	
2710196634	804	100	1	804	1	804	0.0e+00	1800	KO:K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	EC:6.1.1.20	
2710196635	345	100	1	345	1	345	0.0e+00	797	KO:K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	EC:6.1.1.20	
2710196636	253	100	1	253	1	253	0.0e+00	570	KO:K03437	RNA methyltransferase, TrmH family		
2710196637	73	100	1	73	1	73	1.8e-45	167	KO:K06426	small acid-soluble spore protein I (minor)		
2710196644	119	100	1	119	1	119	1.7e-79	268	KO:K02887	large subunit ribosomal protein L20		
2710196645	66	100	1	66	1	66	1.3e-40	152	KO:K02916	large subunit ribosomal protein L35		
2710196647	167	100	1	167	1	167	1.8e-114	373	KO:K02520	translation initiation factor IF-3		
2710196649	643	100	1	643	1	643	0.0e+00	1480	KO:K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	EC:6.1.1.3	
2710196651	310	100	1	310	1	310	0.0e+00	707	KO:K11144	primosomal protein DnaI		
2710196652	462	100	1	462	1	462	0.0e+00	1060	KO:K03346	replication initiation and membrane attachment protein		
2710196653	151	100	1	151	1	151	1.1e-104	343	KO:K07738	transcriptional repressor NrdR		
2710196655	126	100	1	126	1	126	3.8e-87	291	KO:K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	EC:4.1.1.50	
2710196656	342	100	1	342	1	342	0.0e+00	771	KO:K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) [EC:1.2.1.59]	EC:1.2.1.59	
2710196657	201	100	1	201	1	201	0.0e+00	449	KO:K00859	dephospho-CoA kinase [EC:2.7.1.24]	EC:2.7.1.24	
2710196659	274	100	1	274	1	274	0.0e+00	640	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:3.2.2.23	
2710196659	274	100	1	274	1	274	0.0e+00	640	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:4.2.99.18	
2710196660	876	100	1	876	1	876	0.0e+00	1960	KO:K02335	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	
2710196661	313	100	1	313	1	313	0.0e+00	701	KO:K04087	modulator of FtsH protease HflC		
2710196662	320	100	1	320	1	320	0.0e+00	714	KO:K04088	modulator of FtsH protease HflK		
2710196663	599	100	1	599	1	599	0.0e+00	1330	KO:K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	EC:2.7.13.3	
2710196664	238	100	1	238	1	238	0.0e+00	537	KO:K07658	two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP		
2710196665	158	100	1	158	1	158	5.8e-113	367	KO:K17865	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	EC:4.2.1.55	
2710196666	312	100	1	312	1	312	0.0e+00	692	KO:K00024	malate dehydrogenase [EC:1.1.1.37]	EC:1.1.1.37	
2710196667	424	100	1	424	1	424	0.0e+00	966	KO:K00031	isocitrate dehydrogenase [EC:1.1.1.42]	EC:1.1.1.42	
2710196668	372	100	1	372	1	372	0.0e+00	843	KO:K01659	2-methylcitrate synthase [EC:2.3.3.5]	EC:2.3.3.5	
2710196678	128	100	1	128	1	128	4.5e-87	291	KO:K06377	sporulation-control protein		
2710196682	211	100	1	211	1	211	0.0e+00	490	KO:K01118	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	EC:1.7.1.17	
2710196689	126	99.21	1	126	1	126	1.4e-85	286	KO:K06377	sporulation-control protein		
2710196690	725	100	1	725	1	725	0.0e+00	1650	KO:K21465	penicillin-binding protein A		
2710196692	188	57.84	1	185	2	186	4.4e-84	288	KO:K09962	uncharacterized protein		
2710196694	90	91.11	1	90	35	124	5.6e-52	187	KO:K11923	MerR family transcriptional regulator, copper efflux regulator		
2710196695	422	100	1	422	1	422	0.0e+00	931	KO:K03699	magnesium and cobalt exporter, CNNM family		
2710196697	130	100	1	130	1	130	6.3e-95	313	KO:K07117	uncharacterized protein		
2710196698	437	100	1	437	1	437	0.0e+00	981	KO:K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	EC:3.4.16.4	
2710196700	306	100	1	306	1	306	0.0e+00	729	KO:K01259	proline iminopeptidase [EC:3.4.11.5]	EC:3.4.11.5	
2710196701	181	100	1	181	1	181	0.0e+00	425	KO:K03817	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	
2710196706	413	100	1	413	1	413	0.0e+00	958	KO:K19689	aminopeptidase [EC:3.4.11.-]	EC:3.4.11.-	
2710196707	185	100	1	185	1	185	6.0e-130	419	KO:K02443	glycerol uptake operon antiterminator		
2710196708	276	100	1	276	1	276	0.0e+00	642	KO:K02440	glycerol uptake facilitator		
2710196709	496	100	1	496	1	496	0.0e+00	1140	KO:K00864	glycerol kinase [EC:2.7.1.30]	EC:2.7.1.30	
2710196710	554	100	1	554	1	554	0.0e+00	1260	KO:K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	EC:1.1.5.3	
2710196715	720	100	1	720	1	720	0.0e+00	1640	KO:K03169	DNA topoisomerase III [EC:5.6.2.1]	EC:5.6.2.1	
2710196717	126	100	1	126	1	126	3.8e-87	291	KO:K06518	holin-like protein		
2710196719	247	100	1	247	1	247	0.0e+00	570	KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	
2710196720	428	100	1	428	1	428	0.0e+00	946	KO:K06595	heam-based aerotactic trancducer		
2710196726	509	100	1	509	1	509	0.0e+00	1160	KO:K05020	glycine betaine transporter		
2710196728	213	100	1	213	1	213	0.0e+00	505	KO:K21472	peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]	EC:3.4.-	
2710196730	324	100	1	324	1	324	0.0e+00	731	KO:K01008	selenide, water dikinase [EC:2.7.9.3]	EC:2.7.9.3	
2710196732	480	100	1	480	1	480	0.0e+00	1080	KO:K01042	L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	EC:2.9.1.1	
2710196733	45	100	1	45	1	45	2.0e-27	112	KO:K06433	small acid-soluble spore protein P (minor)		
2710196735	49	100	1	49	1	49	1.2e-28	116	KO:K06432	small acid-soluble spore protein O (minor)		
2710196736	903	100	1	903	1	903	0.0e+00	2070	KO:K27802	aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.3	
2710196736	903	100	1	903	1	903	0.0e+00	2070	KO:K27802	aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.99	
2710196739	47	100	1	47	1	47	1.2e-27	113	KO:K06431	small acid-soluble spore protein N (minor)		
2710196740	75	100	1	75	1	75	3.3e-48	175	KO:K06434	small acid-soluble spore protein (thioredoxin-like protein)		
2710196741	138	100	1	138	1	138	2.8e-99	326	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	
2710196746	193	100	1	193	1	193	0.0e+00	429	KO:K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	EC:2.3.1.275	
2710196748	327	100	1	327	1	327	0.0e+00	728	KO:K05847	osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	EC:7.6.2.9	
2710196749	218	100	1	218	1	218	0.0e+00	472	KO:K05846	osmoprotectant transport system permease protein		
2710196750	299	100	1	299	1	299	0.0e+00	683	KO:K05845	osmoprotectant transport system substrate-binding protein		
2710196752	135	100	1	135	1	135	8.9e-92	305	KO:K06929	uncharacterized protein		
2710196753	656	100	1	656	1	656	0.0e+00	1490	KO:K02622	topoisomerase IV subunit B [EC:5.6.2.2]	EC:5.6.2.2	
2710196754	812	100	1	812	1	812	0.0e+00	1830	KO:K02621	topoisomerase IV subunit A [EC:5.6.2.2]	EC:5.6.2.2	
2710196755	474	100	1	474	1	474	0.0e+00	1050	KO:K03310	alanine or glycine:cation symporter, AGCS family		
2710196759	160	100	1	160	1	160	2.9e-112	366	KO:K09776	uncharacterized protein		
2710196761	434	100	1	434	1	434	0.0e+00	951	KO:K16169	xanthine permease		
2710196762	196	100	1	196	1	196	0.0e+00	425	KO:K03816	xanthine phosphoribosyltransferase [EC:2.4.2.22]	EC:2.4.2.22	
2710196764	189	97.35	1	189	1	189	3.2e-126	408	KO:K24866	precorrin-2 dehydrogenase [EC:1.3.1.76]	EC:1.3.1.76	
2710196765	251	100	1	251	1	251	0.0e+00	574	KO:K03794	sirohydrochlorin ferrochelatase [EC:4.99.1.4]	EC:4.99.1.4	
2710196766	254	100	1	254	1	254	0.0e+00	580	KO:K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	EC:2.1.1.107	
2710196768	536	100	1	536	1	536	0.0e+00	1250	KO:K00366	ferredoxin-nitrite reductase [EC:1.7.7.1]	EC:1.7.7.1	
2710196769	200	100	1	200	1	200	0.0e+00	459	KO:K00860	adenylylsulfate kinase [EC:2.7.1.25]	EC:2.7.1.25	
2710196770	378	100	1	378	1	378	0.0e+00	883	KO:K00958	sulfate adenylyltransferase [EC:2.7.7.4]	EC:2.7.7.4	
2710196771	354	100	1	354	1	354	0.0e+00	761	KO:K16331	sulfate permease		
2710196772	232	100	1	232	1	232	0.0e+00	570	KO:K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	EC:1.8.4.10	
2710196772	232	100	1	232	1	232	0.0e+00	570	KO:K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	EC:1.8.4.8	
2710196776	252	100	1	252	1	252	0.0e+00	556	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	
2710196777	391	100	1	391	1	391	0.0e+00	910	KO:K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	EC:1.3.8.7	
2710196778	324	100	1	324	1	324	0.0e+00	730	KO:K00344	NADPH:quinone reductase [EC:1.6.5.5]	EC:1.6.5.5	
2710196779	257	100	1	257	1	257	0.0e+00	569	KO:K15866	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	EC:5.3.3.18	
2710196781	138	100	1	138	1	138	2.9e-97	321	KO:K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	EC:3.1.2.-	
2710196783	531	100	1	531	1	531	0.0e+00	1220	KO:K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	EC:6.2.1.3	
2710196785	409	100	1	409	1	409	0.0e+00	943	KO:K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	EC:1.3.8.7	
2710196787	461	100	1	461	1	461	0.0e+00	995	KO:K06956	uncharacterized protein		
2710196788	214	100	1	214	1	214	0.0e+00	489	KO:K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	EC:2.5.1.3	
2710196789	269	100	1	269	1	269	0.0e+00	612	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	
2710196789	269	100	1	269	1	269	0.0e+00	612	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	
2710196790	340	100	1	340	1	340	0.0e+00	778	KO:K03148	sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]	EC:2.7.7.73	
2710196791	254	100	1	254	1	254	0.0e+00	568	KO:K03149	thiazole synthase [EC:2.8.1.10]	EC:2.8.1.10	
2710196792	67	98.51	1	67	1	67	3.4e-41	154	KO:K03154	sulfur carrier protein		
2710196793	365	98.08	1	365	1	365	0.0e+00	812	KO:K03153	glycine oxidase [EC:1.4.3.19]	EC:1.4.3.19	
2710196794	213	99.06	1	213	1	213	0.0e+00	476	KO:K10810	thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]	EC:5.3.99.10	
2710196795	267	100	1	267	1	267	0.0e+00	617	KO:K16785	energy-coupling factor transport system permease protein		
2710196796	475	80.84	1	475	1	475	0.0e+00	888	KO:K01552	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	EC:7.-	
2710196797	192	100	1	192	1	192	0.0e+00	433	KO:K16925	energy-coupling factor transport system permease protein		
2710196798	235	100	1	235	1	235	0.0e+00	561	KO:K03707	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	EC:3.5.99.2	
2710196799	199	100	1	199	1	199	0.0e+00	442	KO:K07693	two-component system, NarL family, response regulator DesR		
2710196800	380	100	1	380	1	380	0.0e+00	839	KO:K07778	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	EC:2.7.13.3	
2710196805	304	100	1	304	1	304	0.0e+00	695	KO:K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]	EC:2.7.7.41	
2710196808	250	100	1	250	1	250	0.0e+00	600	KO:K01142	exodeoxyribonuclease III [EC:3.1.11.2]	EC:3.1.11.2	
2710196811	298	100	1	298	1	298	0.0e+00	677	KO:K17836	beta-lactamase class A [EC:3.5.2.6]	EC:3.5.2.6	
2710196813	153	100	1	153	1	153	4.3e-107	350	KO:K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	EC:3.6.1.55	
2710196820	177	46.78	6	176	3	173	5.7e-53	198	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		
2710196829	138	100	1	138	1	138	1.8e-96	318	KO:K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	EC:3.6.1.55	
2710196848	140	100	1	140	1	140	7.6e-102	334	KO:K11210	metallothiol transferase [EC:2.5.1.-]	EC:2.5.1.-	
2710196852	289	100	1	289	1	289	0.0e+00	650	KO:K03298	drug/metabolite transporter, DME family		
2710196858	175	67.44	4	175	1	172	4.6e-82	281	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		
2710196871	630	77.66	6	586	7	597	0.0e+00	1080	KO:K01303	acylaminoacyl-peptidase [EC:3.4.19.1]	EC:3.4.19.1	
2710196875	280	100	1	280	1	280	0.0e+00	669	KO:K01259	proline iminopeptidase [EC:3.4.11.5]	EC:3.4.11.5	
2710196877	2515	100	1	2515	1	2515	0.0e+00	5590	KO:K20276	large repetitive protein		
2710196888	180	80.56	1	180	1	180	3.7e-107	353	KO:K09145	uncharacterized protein		
2710196891	116	100	1	116	1	116	2.6e-81	273	KO:K10947	PadR family transcriptional regulator		
2710196893	839	100	1	839	1	839	0.0e+00	1900	KO:K22579	rifampicin phosphotransferase [EC:2.7.9.6]	EC:2.7.9.6	
2710196895	566	100	1	566	1	566	0.0e+00	1300	KO:K00158	pyruvate oxidase [EC:1.2.3.3]	EC:1.2.3.3	
2710196896	255	100	1	255	1	255	0.0e+00	610	KO:K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	EC:5.4.2.11	
2710196898	182	100	1	182	1	182	1.6e-130	420	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		
2710196902	138	100	1	138	1	138	2.7e-94	312	KO:K23775	MarR family transcriptional regulator, organic hydroperoxide resistance regulator		
2710196917	175	100	1	175	1	175	8.3e-124	400	KO:K18554	chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]	EC:2.7.1.-	
2710196920	180	95	1	180	1	180	1.7e-120	391	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		
2710196923	321	100	1	321	1	321	0.0e+00	732	KO:K00344	NADPH:quinone reductase [EC:1.6.5.5]	EC:1.6.5.5	
2710196924	143	100	1	143	1	143	1.3e-96	319	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		
2710196932	282	100	1	282	1	282	0.0e+00	660	KO:K01259	proline iminopeptidase [EC:3.4.11.5]	EC:3.4.11.5	
2710196933	288	92.36	1	288	1	288	0.0e+00	626	KO:K17910	aminoglycoside 2''-phosphotransferase [EC:2.7.1.190]	EC:2.7.1.190	
2710196936	187	100	1	187	1	187	1.7e-130	420	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		
2710196939	1116	100	1	1116	1	1116	0.0e+00	2510	KO:K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	EC:2.7.7.7	
2710196940	412	100	1	412	1	412	0.0e+00	918	KO:K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	EC:1.1.1.38	
2710196942	291	100	1	291	1	291	0.0e+00	669	KO:K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	EC:2.1.3.15	
2710196942	291	100	1	291	1	291	0.0e+00	669	KO:K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	EC:6.4.1.2	
2710196943	326	100	1	326	1	326	0.0e+00	747	KO:K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	EC:2.1.3.15	
2710196943	326	100	1	326	1	326	0.0e+00	747	KO:K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	EC:6.4.1.2	
2710196944	319	100	1	319	1	319	0.0e+00	723	KO:K00850	6-phosphofructokinase 1 [EC:2.7.1.11]	EC:2.7.1.11	
2710196945	586	100	1	586	1	586	0.0e+00	1300	KO:K00873	pyruvate kinase [EC:2.7.1.40]	EC:2.7.1.40	
2710196946	128	100	1	128	1	128	1.4e-84	284	KO:K07113	UPF0716 protein FxsA		
2710196947	468	100	1	468	1	468	0.0e+00	1090	KO:K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	EC:3.5.1.18	
2710196948	282	100	1	282	1	282	0.0e+00	640	KO:K00824	D-alanine transaminase [EC:2.6.1.21]	EC:2.6.1.21	
2710196950	309	100	1	309	1	309	0.0e+00	698	KO:K01738	cysteine synthase [EC:2.5.1.47]	EC:2.5.1.47	
2710196951	183	98.91	1	183	1	183	0.0e+00	434	KO:K01975	RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	EC:3.1.4.58	
2710196953	712	100	1	712	1	712	0.0e+00	1680	KO:K01200	pullulanase [EC:3.2.1.41]	EC:3.2.1.41	
2710196956	213	100	1	213	1	213	0.0e+00	503	KO:K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	EC:2.1.1.33	
2710196959	357	92.72	1	357	1	357	0.0e+00	768	KO:K01261	glutamyl aminopeptidase [EC:3.4.11.7]	EC:3.4.11.7	
2710196960	172	100	1	172	1	172	2.0e-121	393	KO:K01529	inosine/xanthosine triphosphatase [EC:3.6.1.73]	EC:3.6.1.73	
2710196962	497	100	1	497	1	497	0.0e+00	1120	KO:K03305	proton-dependent oligopeptide transporter, POT family		
2710196965	343	100	1	343	1	343	0.0e+00	760	KO:K07035	uncharacterized protein		
2710196968	202	100	1	202	1	202	0.0e+00	461	KO:K06878	tRNA-binding protein		
2710196969	931	100	1	931	1	931	0.0e+00	2090	KO:K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family		
2710196970	367	100	1	367	1	367	0.0e+00	848	KO:K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	EC:6.3.4.21	
2710196972	439	100	1	439	1	439	0.0e+00	1010	KO:K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	EC:6.3.2.8	
2710196973	371	100	1	371	1	371	0.0e+00	861	KO:K19689	aminopeptidase [EC:3.4.11.-]	EC:3.4.11.-	
2710196976	104	100	1	104	1	104	4.5e-73	248	KO:K26959	monothiol bacilliredoxin		
2710196979	358	100	1	358	1	358	0.0e+00	803	KO:K13853	3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]	EC:2.5.1.54	
2710196979	358	100	1	358	1	358	0.0e+00	803	KO:K13853	3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]	EC:5.4.99.5	
2710196980	332	100	1	332	1	332	0.0e+00	744	KO:K02529	LacI family transcriptional regulator, galactose operon repressor		
2710196981	271	100	1	271	1	271	0.0e+00	586	KO:K02556	chemotaxis protein MotA		
2710196982	240	100	1	240	1	240	0.0e+00	540	KO:K02557	chemotaxis protein MotB		
2710196984	981	100	1	981	1	981	0.0e+00	2320	KO:K00123	formate dehydrogenase major subunit [EC:1.17.1.9]	EC:1.17.1.9	
2710196985	267	61.54	3	262	6	265	7.9e-112	375	KO:K02379	FdhD protein		
2710196987	438	97.95	1	438	1	438	0.0e+00	971	KO:K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	EC:2.10.1.1	
2710196988	158	100	1	158	1	158	4.7e-114	371	KO:K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	EC:2.8.1.12	
2710196989	76	100	1	76	1	76	9.1e-47	171	KO:K03636	sulfur-carrier protein		
2710196990	170	63.64	4	168	13	177	3.0e-73	256	KO:K03638	molybdopterin adenylyltransferase [EC:2.7.7.75]	EC:2.7.7.75	
2710196991	252	98.81	1	252	1	252	0.0e+00	555	KO:K02020	molybdate transport system substrate-binding protein		
2710196992	219	99.54	1	219	1	219	0.0e+00	477	KO:K02018	molybdate transport system permease protein		
2710196993	163	100	1	163	1	163	1.0e-115	376	KO:K03637	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	EC:4.6.1.17	
2710196994	180	96.11	1	180	1	180	6.0e-126	407	KO:K03753	molybdopterin-guanine dinucleotide biosynthesis adapter protein		
2710196995	196	99.49	1	196	1	196	0.0e+00	442	KO:K03752	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	EC:2.7.7.77	
2710196996	335	100	1	335	1	335	0.0e+00	768	KO:K03639	GTP 3',8-cyclase [EC:4.1.99.22]	EC:4.1.99.22	
2710196998	400	100	1	400	1	400	0.0e+00	961	KO:K04768	acetoin utilization protein AcuC		
2710196999	215	100	1	215	1	215	0.0e+00	487	KO:K04767	acetoin utilization protein AcuB		
2710197000	210	100	1	210	1	210	0.0e+00	494	KO:K04766	acetoin utilization protein AcuA [EC:2.3.1.-]	EC:2.3.1.-	
2710197001	572	100	1	572	1	572	0.0e+00	1350	KO:K01895	acetyl-CoA synthetase [EC:6.2.1.1]	EC:6.2.1.1	
2710197002	989	100	1	989	1	989	0.0e+00	2300	KO:K03693	penicillin-binding protein 1B		
2710197003	420	100	1	420	1	420	0.0e+00	963	KO:K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	EC:6.1.1.1	
2710197004	200	100	1	200	1	200	0.0e+00	458	KO:K02986	small subunit ribosomal protein S4		
2710197007	394	100	1	394	1	394	0.0e+00	898	KO:K01761	methionine-gamma-lyase [EC:4.4.1.11]	EC:4.4.1.11	
2710197008	280	97.86	1	280	57	336	0.0e+00	636	KO:K09815	zinc transport system substrate-binding protein		
2710197011	336	99.7	1	336	1	336	0.0e+00	752	KO:K07089	uncharacterized protein		
2710197014	161	100	1	161	1	161	1.8e-113	369	KO:K08968	L-methionine (R)-S-oxide reductase [EC:1.8.4.14]	EC:1.8.4.14	
2710197016	263	100	1	263	1	263	0.0e+00	620	KO:K04486	histidinol-phosphatase (PHP family) [EC:3.1.3.15]	EC:3.1.3.15	
2710197017	565	100	1	565	1	565	0.0e+00	1260	KO:K06286	septation ring formation regulator		
2710197018	446	100	1	446	1	446	0.0e+00	978	KO:K03311	branched-chain amino acid:cation transporter, LIVCS family		
2710197019	383	89.03	1	383	1	383	0.0e+00	781	KO:K04487	cysteine desulfurase [EC:2.8.1.7]	EC:2.8.1.7	
2710197020	403	100	1	403	1	403	0.0e+00	901	KO:K03151	tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]	EC:2.8.1.4	
2710197021	67	100	1	67	1	67	4.2e-40	151	KO:K06418	small acid-soluble spore protein A (major alpha-type SASP)		
2710197022	527	100	1	527	1	527	0.0e+00	1230	KO:K01895	acetyl-CoA synthetase [EC:6.2.1.1]	EC:6.2.1.1	
2710197024	304	100	1	304	1	304	0.0e+00	688	KO:K05786	chloramphenicol-sensitive protein RarD		
2710197025	266	100	1	266	1	266	0.0e+00	608	KO:K00858	NAD+ kinase [EC:2.7.1.23]	EC:2.7.1.23	
2710197026	336	100	1	336	1	336	0.0e+00	752	KO:K04773	protease IV [EC:3.4.21.-]	EC:3.4.21.-	
2710197030	166	100	1	166	1	166	6.4e-116	377	KO:K11065	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	EC:1.11.1.24	
2710197031	328	100	1	328	1	328	0.0e+00	742	KO:K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	EC:2.1.1.72	
2710197032	397	100	1	397	1	397	0.0e+00	894	KO:K00925	acetate kinase [EC:2.7.2.1]	EC:2.7.2.1	
2710197035	403	100	1	403	1	403	0.0e+00	921	KO:K01940	argininosuccinate synthase [EC:6.3.4.5]	EC:6.3.4.5	
2710197036	464	100	1	464	1	464	0.0e+00	1050	KO:K01755	argininosuccinate lyase [EC:4.3.2.1]	EC:4.3.2.1	
2710197039	365	63.69	1	356	1	358	0.0e+00	514	KO:K00274	monoamine oxidase [EC:1.4.3.4]	EC:1.4.3.4	
2710197042	323	100	1	323	1	323	0.0e+00	718	KO:K00344	NADPH:quinone reductase [EC:1.6.5.5]	EC:1.6.5.5	
2710197044	221	100	1	221	1	221	0.0e+00	525	KO:K05995	dipeptidase E [EC:3.4.13.21]	EC:3.4.13.21	
2710197047	112	100	1	112	1	112	5.0e-76	258	KO:K10947	PadR family transcriptional regulator		
2710197049	257	100	1	257	1	257	0.0e+00	571	KO:K01990	ABC-2 type transport system ATP-binding protein		
2710197050	249	100	1	249	1	249	0.0e+00	551	KO:K01992	ABC-2 type transport system permease protein		
2710197054	115	100	1	115	1	115	1.8e-84	282	KO:K08234	glyoxylase I family protein		
2710197069	156	100	1	156	1	156	5.4e-116	376	KO:K03095	SprT-like protein		
2710197071	722	100	1	722	1	722	0.0e+00	1600	KO:K06959	protein Tex		
2710197072	198	100	1	198	1	198	0.0e+00	467	KO:K05518	phosphoserine phosphatase RsbX [EC:3.1.3.3]	EC:3.1.3.3	
2710197073	265	100	1	265	1	265	0.0e+00	591	KO:K03090	RNA polymerase sigma-B factor		
2710197074	155	100	1	155	1	155	6.0e-108	353	KO:K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]	EC:2.7.11.1	
2710197075	110	100	1	110	1	110	4.0e-71	243	KO:K04749	anti-sigma B factor antagonist		
2710197076	336	100	1	336	1	336	0.0e+00	766	KO:K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]	EC:3.1.3.3	
2710197077	133	100	1	133	1	133	7.5e-92	305	KO:K17752	serine/threonine-protein kinase RsbT [EC:2.7.11.1]	EC:2.7.11.1	
2710197078	118	100	1	118	1	118	1.2e-75	257	KO:K17762	rsbT antagonist protein RsbS		
2710197079	276	100	1	276	1	276	0.0e+00	614	KO:K17763	rsbT co-antagonist protein RsbR		
2710197080	116	100	1	116	1	116	1.5e-75	257	KO:K07171	mRNA interferase MazF [EC:3.1.-.-]	EC:3.1.-	
2710197081	93	100	1	93	1	93	4.3e-58	205	KO:K07723	CopG family transcriptional regulator / antitoxin EndoAI		
2710197082	401	100	1	401	1	401	0.0e+00	916	KO:K01775	alanine racemase [EC:5.1.1.1]	EC:5.1.1.1	
