gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2710196152	475	13	342	0.0e+00	491.5	TIGR00238	KamA family protein
2710196152	475	20	427	0.0e+00	634.8	TIGR03820	lysine-2,3-aminomutase
2710196153	277	13	274	2.4e-94	301.7	TIGR03827	putative beta-lysine N-acetyltransferase
2710196154	421	19	408	2.0e-118	381.8	TIGR01910	acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase
2710196155	220	6	212	7.0e-91	289.2	TIGR02428	3-oxoacid CoA-transferase, B subunit
2710196156	232	6	223	2.5e-61	192.9	TIGR02429	3-oxoacid CoA-transferase, A subunit
2710196159	48	22	45	2.2e-15	42.4	TIGR01732	conserved hypothetical tiny transmembrane protein
2710196160	167	19	139	6.4e-51	157.6	TIGR00830	PTS system, glucose subfamily, IIA component
2710196161	140	1	133	2.0e-70	221.2	TIGR00357	methionine-R-sulfoxide reductase
2710196162	181	8	160	3.2e-68	215	TIGR00401	methionine-S-sulfoxide reductase
2710196163	341	60	310	3.7e-54	170.8	TIGR00157	ribosome small subunit-dependent GTPase A
2710196169	283	7	281	1.1e-105	338.8	TIGR00762	EDD domain protein, DegV family
2710196172	212	12	212	1.3e-74	236.2	TIGR01065	channel protein, hemolysin III family
2710196174	264	2	87	4.1e-47	146.7	TIGR03284	thymidylate synthase
2710196181	320	5	320	2.0e-85	273.5	TIGR01327	D-3-phosphoglycerate dehydrogenase
2710196182	333	3	314	8.3e-109	349.4	TIGR02905	spore coat protein YutH
2710196185	254	4	252	0.0e+00	423.2	TIGR01457	HAD-superfamily subfamily IIA hydrolase, TIGR01457
2710196185	254	7	228	6.5e-46	144.6	TIGR01460	Haloacid Dehalogenase Superfamily Class (subfamily) IIA
2710196191	305	1	295	4.5e-126	406.2	TIGR00510	lipoate synthase
2710196196	254	15	242	1.9e-59	186.7	TIGR02832	sporulation protein YunB
2710196197	370	131	227	5.0e-12	31.8	TIGR00277	HDIG domain
2710196202	465	9	456	0.0e+00	768.1	TIGR01980	FeS assembly protein SufB
2710196203	146	6	141	1.2e-63	199.4	TIGR01994	SUF system FeS assembly protein, NifU family
2710196204	409	4	406	0.0e+00	640.6	TIGR01979	cysteine desulfurases, SufSfamily
2710196205	436	151	427	2.0e-79	252.7	TIGR01981	FeS assembly protein SufD
2710196206	261	6	246	8.0e-118	378.2	TIGR01978	FeS assembly ATPase SufC
2710196208	121	45	95	9.2e-13	33.8	TIGR00778	alkylhydroperoxidase AhpD family core domain
2710196209	274	10	272	7.0e-59	185.5	TIGR00363	lipoprotein, YaeC family
2710196216	127	2	127	3.8e-61	191	TIGR00527	glycine cleavage system H protein
2710196217	118	3	118	1.1e-37	115.1	TIGR01617	transcriptional regulator, Spx/MgsR family
2710196221	392	6	389	0.0e+00	471.9	TIGR01930	acetyl-CoA acetyltransferases
2710196231	251	53	245	1.0e-21	63.9	TIGR03951	siderophore-iron reductase FhuF
2710196237	362	8	361	6.2e-57	179.6	TIGR00912	spore germination protein (amino acid permease)
2710196238	368	3	368	2.6e-72	229.8	TIGR02887	germination protein, Ger(x)C family
2710196244	59	1	58	8.0e-17	47.5	TIGR02861	small acid-soluble spore protein, H-type
2710196267	140	4	137	1.7e-58	182.9	TIGR03561	peroxiredoxin, Ohr subfamily
2710196269	309	232	309	7.3e-34	103.8	TIGR00357	methionine-R-sulfoxide reductase
2710196269	309	48	200	3.1e-65	206.3	TIGR00401	methionine-S-sulfoxide reductase
2710196273	325	3	323	3.7e-122	393.5	TIGR03558	luciferase family oxidoreductase, group 1
2710196284	296	5	290	3.9e-87	278.5	TIGR01777	TIGR01777 family protein
2710196292	398	1	389	1.5e-116	376.7	TIGR00656	aspartate kinase, monofunctional class
2710196292	398	56	388	9.5e-91	292	TIGR00657	aspartate kinase
2710196296	476	9	474	0.0e+00	786.7	TIGR00839	aspartate ammonia-lyase
2710196299	98	6	98	2.8e-36	110.2	TIGR02901	cytochrome aa3 quinol oxidase, subunit IV
2710196300	203	14	202	1.6e-84	268.8	TIGR02897	cytochrome aa3 quinol oxidase, subunit III
2710196301	653	4	649	0.0e+00	1093.2	TIGR02882	cytochrome aa3 quinol oxidase, subunit I
2710196301	653	47	553	0.0e+00	666.9	TIGR02891	cytochrome c oxidase, subunit I
2710196302	336	14	241	1.3e-103	332.2	TIGR01432	cytochrome aa3 quinol oxidase, subunit II
2710196302	336	35	238	1.2e-47	149.1	TIGR02866	cytochrome c oxidase, subunit II
2710196306	818	215	811	0.0e+00	644.5	TIGR01511	copper-(or silver)-translocating P-type ATPase
2710196306	818	234	810	0.0e+00	679.9	TIGR01525	heavy metal translocating P-type ATPase
2710196306	818	274	793	1.5e-106	345.2	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2710196306	818	3	68	6.9e-18	53.4	TIGR00003	copper ion binding protein
2710196307	71	3	68	5.2e-23	67.3	TIGR00003	copper ion binding protein
2710196308	153	8	137	4.7e-54	168.3	TIGR02698	copper transport repressor, CopY/TcrY family
2710196315	450	1	396	9.1e-89	284	TIGR00797	putative efflux protein, MATE family
2710196319	680	112	678	0.0e+00	623.6	TIGR01525	heavy metal translocating P-type ATPase
2710196319	680	145	664	1.6e-91	295.1	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2710196319	680	93	679	0.0e+00	640.7	TIGR01511	copper-(or silver)-translocating P-type ATPase
2710196320	274	1	268	1.6e-79	253.2	TIGR00544	prolipoprotein diacylglyceryl transferase
2710196330	156	8	150	1.0e-62	196.6	TIGR00086	SsrA-binding protein
2710196331	779	56	710	0.0e+00	846.7	TIGR00358	VacB and RNase II family 3'-5' exoribonucleases
2710196331	779	6	711	0.0e+00	969.4	TIGR02063	ribonuclease R
2710196333	75	2	75	5.6e-27	79.9	TIGR00810	protein translocase, SecG subunit
2710196335	430	4	428	0.0e+00	726.5	TIGR01060	phosphopyruvate hydratase
2710196336	511	4	509	0.0e+00	701.7	TIGR01307	phosphoglycerate mutase (2,3-diphosphoglycerate-independent)
2710196337	254	5	241	1.6e-61	194	TIGR00419	triosephosphate isomerase
2710196339	335	4	325	0.0e+00	465.3	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2710196342	446	11	443	0.0e+00	435.9	TIGR02395	RNA polymerase sigma-54 factor
2710196353	199	1	192	4.0e-110	352	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2710196354	85	1	82	6.0e-34	102.2	TIGR01003	Phosphotransferase System HPr (HPr) Family
2710196355	315	4	305	0.0e+00	434.7	TIGR00647	DNA-binding protein WhiA
2710196356	320	7	316	0.0e+00	431.3	TIGR01826	conserved hypothetical protein, cofD-related
2710196362	315	7	305	4.7e-125	402.3	TIGR01292	thioredoxin-disulfide reductase
2710196364	209	120	203	4.6e-34	102.8	TIGR03188	phosphoribosyl-ATP pyrophosphohydrolase
2710196365	252	1	252	3.9e-126	405.5	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2710196366	244	5	237	6.5e-90	286.8	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
2710196367	211	2	205	6.9e-72	227.5	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2710196369	424	27	419	0.0e+00	568.2	TIGR00069	histidinol dehydrogenase
2710196370	207	4	183	7.8e-66	207.5	TIGR00070	ATP phosphoribosyltransferase
2710196371	395	14	326	1.0e-100	322.8	TIGR00443	ATP phosphoribosyltransferase, regulatory subunit
2710196373	216	53	176	4.1e-13	37.1	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2710196373	216	6	182	2.1e-10	28.1	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2710196375	278	1	273	1.1e-86	276.6	TIGR00544	prolipoprotein diacylglyceryl transferase
2710196376	311	4	303	5.9e-124	399.1	TIGR00679	Hpr(Ser) kinase/phosphatase
2710196382	958	6	924	0.0e+00	1500.6	TIGR00630	excinuclease ABC, A subunit
2710196383	660	4	657	0.0e+00	1115.9	TIGR00631	excinuclease ABC, B subunit
2710196385	191	15	186	4.9e-19	54.6	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710196389	289	4	253	2.7e-32	99.6	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
2710196389	289	4	280	3.9e-60	190.6	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2710196390	505	48	495	0.0e+00	494.2	TIGR00842	choline/carnitine/betaine transport
2710196391	437	4	425	0.0e+00	526.1	TIGR00366	TIGR00366 family protein
2710196394	418	71	201	1.2e-10	27.8	TIGR00229	PAS domain S-box
2710196396	396	10	396	0.0e+00	653.1	TIGR01825	pyridoxal phosphate-dependent acyltransferase, putative
2710196396	396	22	387	1.2e-128	415.8	TIGR00858	8-amino-7-oxononanoate synthase
2710196397	392	3	382	0.0e+00	430.7	TIGR04350	putative C-S lyase
2710196402	337	2	337	4.2e-62	196	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2710196409	312	169	302	9.1e-63	197.4	TIGR00357	methionine-R-sulfoxide reductase
2710196409	312	2	154	1.8e-63	200.6	TIGR00401	methionine-S-sulfoxide reductase
2710196412	222	48	188	5.9e-10	27.8	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2710196412	222	6	201	6.1e-66	210.2	TIGR01428	2-haloalkanoic acid dehalogenase, type II
2710196412	222	8	187	1.0e-33	105	TIGR01493	Haloacid dehalogenase superfamily, subfamily IA, variant 2 with 3rd motif like haloacid dehalogenase
2710196412	222	85	194	3.5e-11	31.6	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2710196417	376	2	374	0.0e+00	452	TIGR00045	glycerate kinase
2710196418	451	5	450	1.5e-90	290.2	TIGR00791	gluconate transporter
2710196427	307	15	278	7.1e-118	378.8	TIGR02640	gas vesicle protein GvpN
2710196435	258	4	258	3.0e-115	369.8	TIGR01963	3-hydroxybutyrate dehydrogenase
2710196439	159	5	154	1.2e-19	56.8	TIGR03927	type VII secretion protein EssA
2710196440	998	10	200	2.5e-63	200.1	TIGR03929	type VII secretion protein EsaA, N-terminal domain
2710196440	998	2	161	1.2e-27	83.6	TIGR03061	YhgE/Pip N-terminal domain
2710196441	1485	201	1476	0.0e+00	1758.9	TIGR03928	type VII secretion protein EssC, C-terminal domain
2710196442	431	8	381	1.3e-126	408.4	TIGR03926	type VII secretion protein EssB
2710196444	97	4	93	2.8e-27	81.1	TIGR03930	WXG100 family type VII secretion target
2710196485	170	22	170	1.1e-47	148.6	TIGR00608	DNA repair protein radc
2710196487	642	342	613	5.2e-35	107.4	TIGR00571	DNA adenine methylase (dam)
2710196489	159	1	159	9.1e-73	229.4	TIGR00246	rRNA large subunit m3Psi methyltransferase RlmH
2710196490	52	2	50	4.3e-27	80.4	TIGR04129	CxxH/CxxC protein, BA_5709 family
2710196507	430	5	428	0.0e+00	659.1	TIGR00184	adenylosuccinate synthase
2710196509	450	9	443	0.0e+00	623.7	TIGR00665	replicative DNA helicase
2710196510	148	1	148	7.3e-55	171.6	TIGR00158	ribosomal protein L9
2710196514	78	8	77	8.9e-41	124.3	TIGR00165	ribosomal protein S18
2710196515	174	1	174	6.7e-53	165.5	TIGR00621	single stranded DNA-binding protein (ssb)
2710196516	95	1	95	2.5e-37	113.3	TIGR00166	ribosomal protein S6
2710196517	366	1	366	0.0e+00	535.1	TIGR00092	GTP-binding protein YchF
2710196520	206	43	182	3.5e-71	223.9	TIGR02841	putative sporulation protein YyaC
2710196522	279	21	201	5.7e-69	217.6	TIGR00180	ParB/RepB/Spo0J family partition protein
2710196524	287	30	210	8.3e-65	205.1	TIGR00180	ParB/RepB/Spo0J family partition protein
2710196524	287	32	285	8.5e-117	376	TIGR04285	nucleoid occlusion protein
2710196525	238	25	217	2.9e-55	172.8	TIGR00138	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
2710196526	630	8	622	0.0e+00	978.7	TIGR00136	glucose-inhibited division protein A
2710196527	461	223	379	6.4e-31	94.4	TIGR00231	small GTP-binding protein domain
2710196527	461	9	461	0.0e+00	429.2	TIGR00450	tRNA modification GTPase TrmE
2710196530	262	58	242	4.5e-72	228.2	TIGR03592	membrane protein insertase, YidC/Oxa1 family, C-terminal domain
2710196531	124	1	112	2.0e-33	101.1	TIGR00188	ribonuclease P protein component, eubacterial
2710196532	447	8	445	0.0e+00	624.1	TIGR00362	chromosomal replication initiator protein DnaA
2710196533	378	1	377	1.1e-126	408.6	TIGR00663	DNA polymerase III, beta subunit
2710196534	75	7	66	1.1e-33	101.4	TIGR02988	S4 domain protein YaaA
2710196535	374	3	370	0.0e+00	448.7	TIGR00611	recF protein
2710196537	642	13	642	0.0e+00	1053.3	TIGR01059	DNA gyrase, B subunit
2710196538	844	9	808	0.0e+00	1282	TIGR01063	DNA gyrase, A subunit
2710196541	96	9	92	2.3e-43	132.4	TIGR00062	ribosomal protein L27
2710196543	102	2	101	1.1e-43	134.1	TIGR00061	ribosomal protein L21
2710196545	481	13	419	9.7e-110	353.2	TIGR00757	ribonuclease, Rne/Rng family
2710196548	267	2	263	2.0e-128	413.2	TIGR01968	septum site-determining protein MinD
2710196549	226	6	209	3.4e-39	120.9	TIGR01222	septum site-determining protein MinC
2710196550	173	7	160	1.9e-25	75.7	TIGR03426	rod shape-determining protein MreD
2710196551	292	1	291	1.8e-64	203.6	TIGR00219	rod shape-determining protein MreC
2710196552	335	3	332	0.0e+00	530	TIGR00904	cell shape determining protein, MreB/Mrl family
2710196553	236	23	236	3.0e-88	281.2	TIGR00608	DNA repair protein radc
2710196554	164	1	156	7.5e-51	158.3	TIGR00172	MAF protein
2710196557	146	6	32	1.3e-10	27.1	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2710196560	320	8	228	1.5e-25	75.9	TIGR01175	type IV pilus assembly protein PilM
2710196562	163	12	35	1.1e-10	27.3	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2710196564	347	4	345	0.0e+00	469.6	TIGR01420	pilus retraction protein PilT
2710196565	553	76	550	0.0e+00	604.2	TIGR02533	type II secretion system protein E
2710196569	172	10	33	1.6e-11	30	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2710196570	195	20	41	1.0e-08	21.1	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2710196574	570	393	568	7.7e-49	151.7	TIGR00254	diguanylate cyclase (GGDEF) domain
2710196575	437	23	427	0.0e+00	435.4	TIGR01499	folylpolyglutamate synthase/dihydrofolate synthase
2710196576	883	10	864	0.0e+00	1243.5	TIGR00422	valyl-tRNA synthetase
2710196578	342	8	314	4.2e-109	350.5	TIGR02904	spore coat protein YsxE
2710196579	404	9	396	3.7e-73	233	TIGR02907	stage VI sporulation protein D
2710196580	430	6	427	0.0e+00	675.2	TIGR00713	glutamate-1-semialdehyde-2,1-aminomutase
2710196583	310	4	296	2.8e-115	370.3	TIGR00212	hydroxymethylbilane synthase
2710196585	453	6	423	0.0e+00	528.2	TIGR01035	glutamyl-tRNA reductase
2710196588	215	10	106	1.2e-28	85.8	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2710196590	194	23	191	2.8e-14	40.3	TIGR00231	small GTP-binding protein domain
2710196590	194	6	190	1.7e-72	230	TIGR03598	ribosome biogenesis GTP-binding protein YsxC/EngB
2710196591	774	10	769	0.0e+00	1014.3	TIGR00763	endopeptidase La
2710196592	552	5	533	0.0e+00	912.8	TIGR02902	ATP-dependent protease LonB
2710196593	236	6	229	3.3e-47	147	TIGR00290	MJ0570-related uncharacterized domain
2710196594	423	1	407	0.0e+00	709.4	TIGR00382	endopeptidase Clp ATP-binding regulatory subunit (clpX)
2710196595	428	11	421	0.0e+00	472.3	TIGR00115	trigger factor
2710196599	169	1	151	6.5e-35	106.6	TIGR00040	phosphoesterase, MJ0936 family
2710196600	198	4	195	5.0e-68	214.2	TIGR00042	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
2710196601	245	2	238	4.8e-121	388.4	TIGR01966	ribonuclease PH
2710196603	266	5	254	1.5e-91	292.3	TIGR00067	glutamate racemase
2710196606	156	22	138	1.5e-19	56.6	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2710196608	255	11	236	8.1e-45	139	TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
2710196609	587	6	579	0.0e+00	945.5	TIGR01811	succinate dehydrogenase or fumarate reductase, flavoprotein subunit, Bacillus subtilis subgroup
2710196610	202	5	202	1.4e-57	180.8	TIGR02046	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family
2710196612	433	22	424	0.0e+00	491.5	TIGR00656	aspartate kinase, monofunctional class
2710196612	433	75	423	1.2e-124	403.7	TIGR00657	aspartate kinase
2710196613	589	5	570	0.0e+00	707.8	TIGR00194	excinuclease ABC, C subunit
2710196615	306	1	295	1.2e-52	165.3	TIGR00145	FTR1 family protein
2710196622	104	6	104	1.6e-43	133.2	TIGR01068	thioredoxin
2710196629	784	1	784	0.0e+00	922.5	TIGR01069	MutS2 family protein
2710196633	307	5	297	9.4e-100	319.6	TIGR00716	ribonuclease HIII
2710196634	804	1	803	0.0e+00	881.8	TIGR00472	phenylalanyl-tRNA synthetase, beta subunit, non-spirochete bacterial
2710196635	345	38	343	2.6e-117	377.6	TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
2710196637	73	4	68	4.6e-31	93.1	TIGR03092	small, acid-soluble spore protein I
2710196644	119	1	114	1.4e-55	172.7	TIGR01032	ribosomal protein L20
2710196645	66	2	64	7.2e-30	89.4	TIGR00001	ribosomal protein L35
2710196647	167	3	166	6.3e-79	249.5	TIGR00168	translation initiation factor IF-3
2710196649	643	75	641	0.0e+00	805.6	TIGR00418	threonyl-tRNA synthetase
2710196650	288	2	268	1.8e-56	177.8	TIGR02834	putative sporulation protein YtxC
2710196653	151	1	147	1.2e-74	235.4	TIGR00244	transcriptional regulator NrdR
2710196655	126	2	112	7.8e-44	134.8	TIGR03330	S-adenosylmethionine decarboxylase proenzyme, Bacillus form
2710196656	342	4	325	0.0e+00	444.8	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2710196657	201	4	192	1.7e-64	203.2	TIGR00152	dephospho-CoA kinase
2710196658	210	5	210	2.0e-73	232.3	TIGR02840	putative sporulation protein YtaF
2710196659	274	1	273	2.4e-115	370.6	TIGR00577	DNA-formamidopyrimidine glycosylase
2710196660	876	5	876	0.0e+00	1116.8	TIGR00593	DNA polymerase I
2710196661	313	26	183	9.0e-35	106	TIGR01932	HflC protein
2710196662	320	27	302	2.7e-72	229.3	TIGR01933	HflK protein
2710196663	599	243	364	1.0e-12	34.4	TIGR00229	PAS domain S-box
2710196666	312	5	311	0.0e+00	528.7	TIGR01763	malate dehydrogenase, NAD-dependent
2710196667	424	1	423	0.0e+00	750.9	TIGR00183	isocitrate dehydrogenase, NADP-dependent, prokaryotic type
2710196668	372	5	371	0.0e+00	546.2	TIGR01800	2-methylcitrate synthase/citrate synthase II
2710196670	368	11	357	4.4e-110	354.2	TIGR02872	sporulation integral membrane protein YtvI
2710196672	289	12	289	4.1e-78	248.5	TIGR01297	cation diffusion facilitator family transporter
2710196685	209	34	77	1.1e-24	73.4	TIGR02899	spore coat assembly protein SafA
2710196685	209	82	208	2.0e-66	208.8	TIGR02909	uncharacterized protein, YkwD family
2710196700	306	2	298	5.8e-29	87.5	TIGR01250	proline-specific peptidase, Bacillus coagulans-type subfamily
2710196708	276	6	230	5.4e-67	211.9	TIGR00861	MIP family channel proteins
2710196709	496	3	495	0.0e+00	753.3	TIGR01311	glycerol kinase
2710196715	720	1	718	0.0e+00	621	TIGR01056	DNA topoisomerase III, bacteria and conjugative plasmid
2710196719	247	1	247	2.2e-93	298.3	TIGR00500	methionine aminopeptidase, type I
2710196726	509	45	487	0.0e+00	557.6	TIGR00842	choline/carnitine/betaine transport
2710196727	42	14	41	1.4e-17	49.4	TIGR01732	conserved hypothetical tiny transmembrane protein
2710196730	324	1	291	8.5e-114	365.9	TIGR00476	selenium donor protein
2710196732	480	15	475	0.0e+00	528.2	TIGR00474	L-seryl-tRNA(Sec) selenium transferase
2710196735	49	1	49	3.9e-29	87.3	TIGR02864	small, acid-soluble spore protein O
2710196736	903	18	901	0.0e+00	1484.1	TIGR01341	aconitate hydratase 1
2710196740	75	6	73	4.5e-32	96.7	TIGR03090	small, acid-soluble spore protein tlp
2710196741	138	7	123	1.1e-37	115.2	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2710196746	193	1	193	4.2e-68	215.1	TIGR00023	acyl-phosphate glycerol 3-phosphate acyltransferase
2710196748	327	12	325	2.6e-105	338.4	TIGR01186	glycine betaine/L-proline transport ATP binding subunit
2710196753	656	10	640	0.0e+00	870.3	TIGR01059	DNA gyrase, B subunit
2710196753	656	3	644	0.0e+00	1126.3	TIGR01058	DNA topoisomerase IV, B subunit, Gram-positive
2710196754	812	7	746	0.0e+00	1158.4	TIGR01061	DNA topoisomerase IV, A subunit, Gram-positive
2710196754	812	8	803	0.0e+00	888.3	TIGR01063	DNA gyrase, A subunit
2710196755	474	16	438	0.0e+00	532.1	TIGR00835	amino acid carrier protein
2710196761	434	11	417	0.0e+00	563.6	TIGR03173	xanthine permease
2710196761	434	2	415	0.0e+00	465.9	TIGR00801	uracil-xanthine permease
2710196762	196	1	191	6.5e-89	282.7	TIGR01744	xanthine phosphoribosyltransferase
2710196764	189	2	186	6.2e-37	113.3	TIGR01470	siroheme synthase, N-terminal domain
2710196766	254	2	239	5.4e-106	339.7	TIGR01469	uroporphyrin-III C-methyltransferase
2710196769	200	10	194	2.8e-89	283.7	TIGR00455	adenylyl-sulfate kinase
2710196770	378	5	371	0.0e+00	457	TIGR00339	ATP sulphurylase
2710196772	232	23	232	3.3e-99	318.1	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2710196772	232	43	231	9.1e-78	247.5	TIGR02055	thioredoxin-dependent adenylylsulfate APS reductase
2710196781	138	5	119	7.1e-21	60.9	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2710196788	214	8	204	3.1e-68	215	TIGR00693	thiamine-phosphate diphosphorylase
2710196789	269	5	261	2.4e-105	337.4	TIGR00097	hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
2710196792	67	3	67	1.9e-19	56.1	TIGR01683	thiamine biosynthesis protein ThiS
2710196793	365	7	355	1.7e-100	322.5	TIGR02352	glycine oxidase ThiO
2710196794	213	8	198	7.0e-33	99.6	TIGR00693	thiamine-phosphate diphosphorylase
2710196798	235	11	215	2.2e-84	268.3	TIGR04306	thiaminase II
2710196802	781	20	253	7.8e-48	149.1	TIGR02069	cyanophycinase
2710196808	250	1	249	5.6e-99	317.8	TIGR00195	exodeoxyribonuclease III
2710196808	250	1	250	8.3e-101	323.8	TIGR00633	exodeoxyribonuclease III (xth)
2710196820	177	13	170	9.4e-33	99.2	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710196858	175	17	168	5.5e-28	84.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710196867	99	2	94	2.0e-21	62.5	TIGR04104	cxxc_20_cxxc protein
2710196895	566	6	558	0.0e+00	533.1	TIGR02720	pyruvate oxidase
2710196896	255	2	239	3.9e-104	333.4	TIGR01258	phosphoglycerate mutase, BPG-dependent, family 1
2710196898	182	15	174	1.9e-30	91.8	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710196905	256	114	207	6.1e-11	30	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2710196907	256	5	223	6.8e-27	81.9	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
2710196907	256	5	250	9.4e-56	176.2	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2710196920	180	6	163	2.2e-27	81.8	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710196924	143	1	136	7.2e-28	83.4	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710196926	401	56	196	6.7e-33	99.9	TIGR00880	Multidrug resistance protein
2710196927	319	9	314	2.1e-121	390.9	TIGR03571	luciferase-type oxidoreductase, BA3436 family
2710196936	187	18	180	5.3e-35	106.6	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710196939	1116	3	991	0.0e+00	1240.9	TIGR00594	DNA-directed DNA polymerase III (polc)
2710196942	291	4	289	7.2e-128	411.8	TIGR00515	acetyl-CoA carboxylase, carboxyl transferase, beta subunit
2710196943	326	1	320	0.0e+00	532.8	TIGR00513	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit
2710196944	319	3	300	0.0e+00	455	TIGR02482	6-phosphofructokinase
2710196945	586	2	473	0.0e+00	636.7	TIGR01064	pyruvate kinase
2710196947	468	13	461	0.0e+00	576.4	TIGR01887	dipeptidase, putative
2710196948	282	3	277	2.4e-129	416.4	TIGR01121	D-amino acid aminotransferase
2710196950	309	7	307	0.0e+00	422.7	TIGR01136	cysteine synthase
2710196950	309	7	307	0.0e+00	449	TIGR01139	cysteine synthase A
2710196951	183	4	180	2.3e-50	157.1	TIGR02258	2'-5' RNA ligase
2710196953	712	96	690	0.0e+00	768.3	TIGR02104	pullulanase, type I
2710196956	213	23	212	3.9e-65	204.9	TIGR00091	tRNA (guanine-N(7)-)-methyltransferase
2710196960	172	6	170	1.7e-36	111.9	TIGR00258	inosine/xanthosine triphosphatase
2710196962	497	14	493	0.0e+00	439	TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter), bacterial
2710196963	148	3	146	2.6e-70	221.2	TIGR03646	YtoQ family protein
2710196972	439	3	435	0.0e+00	437.5	TIGR01082	UDP-N-acetylmuramate--L-alanine ligase
2710196976	104	2	103	7.8e-36	108.5	TIGR04019	bacillithiol system protein YtxJ
2710196978	719	6	381	2.6e-26	78.5	TIGR01174	cell division protein FtsA
2710196979	358	1	102	1.3e-44	137.8	TIGR01801	chorismate mutase domain of gram positive AroA protein
2710196979	358	94	352	1.9e-125	404.4	TIGR01361	3-deoxy-7-phosphoheptulonate synthase
2710196980	332	1	332	0.0e+00	550.3	TIGR01481	catabolite control protein A
2710196984	981	263	932	0.0e+00	830.6	TIGR01591	formate dehydrogenase, alpha subunit, archaeal-type
2710196985	267	22	262	1.4e-77	246.3	TIGR00129	formate dehydrogenase family accessory protein FdhD
2710196987	438	185	323	3.6e-34	104	TIGR00177	molybdenum cofactor synthesis domain
2710196989	76	2	76	1.1e-22	67	TIGR01682	molybdopterin converting factor, subunit 1, non-archaeal
2710196990	170	12	156	4.1e-38	116.8	TIGR00177	molybdenum cofactor synthesis domain
2710196991	252	34	248	2.4e-61	193.4	TIGR01256	molybdenum ABC transporter, periplasmic molybdate-binding protein
2710196992	219	9	218	5.7e-71	224.5	TIGR02141	molybdate ABC transporter, permease protein
2710196993	163	4	155	1.0e-65	206.2	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2710196994	180	7	166	3.9e-28	84.6	TIGR00176	molybdopterin-guanine dinucleotide biosynthesis protein MobB
2710196996	335	4	335	4.6e-123	396.4	TIGR02666	molybdenum cofactor biosynthesis protein A, bacterial
2710197003	420	1	420	0.0e+00	464.4	TIGR00234	tyrosyl-tRNA synthetase
2710197004	200	3	200	2.9e-92	293.9	TIGR01017	ribosomal protein S4, bacterial/organelle type
2710197006	607	446	605	1.6e-37	114.9	TIGR00254	diguanylate cyclase (GGDEF) domain
2710197007	394	4	393	0.0e+00	644.3	TIGR01328	methionine gamma-lyase
