gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2710197249	325	5	320	SMART	SM00870	IPR006034	Asparaginase/glutaminase	GO:0006520
2710197249	325	8	16	ProSitePatterns	PS00144	IPR020827	Asparaginase/glutaminase, active site 1	GO:0006520
2710197249	325	83	93	ProSitePatterns	PS00917	IPR027475	Asparaginase/glutaminase, active site 2	
2710197252	279	34	100	SUPERFAMILY	SSF47090	IPR002477	Peptidoglycan binding-like	
2710197254	215	98	192	SUPERFAMILY	SSF141371			
2710197256	222	2	221	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197257	193	35	147	SMART	SM00563	IPR002123	Phospholipid/glycerol acyltransferase	GO:0008152|GO:0016746
2710197257	193	10	189	SUPERFAMILY	SSF69593			
2710197258	376	15	83	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2710197258	376	101	166	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2710197258	376	187	255	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2710197258	376	272	341	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2710197258	376	7	105	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710197258	376	84	169	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710197258	376	185	272	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710197258	376	253	356	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710197258	376	13	83	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2710197258	376	99	166	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2710197258	376	185	255	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2710197258	376	270	341	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2710197259	350	23	343	SUPERFAMILY	SSF51395			
2710197264	436	5	167	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197264	436	138	434	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197265	348	192	213	ProSitePatterns	PS00957	IPR006168	Glycerol-3-phosphate dehydrogenase, NAD-dependent	GO:0004367|GO:0006072|GO:0009331|GO:0055114
2710197265	348	184	335	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2710197265	348	6	182	SUPERFAMILY	SSF51735			
2710197268	492	19	222	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197269	90	1	90	SMART	SM00411	IPR000119	Histone-like bacterial DNA-binding protein	GO:0003677
2710197269	90	1	90	SUPERFAMILY	SSF47729	IPR010992	Integration host factor (IHF)-like DNA-binding domain	GO:0003677
2710197269	90	46	65	ProSitePatterns	PS00045	IPR020816	Histone-like DNA-binding protein, conserved site	GO:0003677
2710197270	188	65	81	ProSitePatterns	PS00859	IPR018234	GTP cyclohydrolase I, conserved site	GO:0003934|GO:0005737|GO:0046654
2710197270	188	114	124	ProSitePatterns	PS00860	IPR018234	GTP cyclohydrolase I, conserved site	GO:0003934|GO:0005737|GO:0046654
2710197270	188	4	187	SUPERFAMILY	SSF55620			
2710197271	73	4	71	SUPERFAMILY	SSF51219	IPR016031	Tryptophan RNA-binding attenuator protein-like domain	
2710197273	233	4	233	ProSiteProfiles	PS51608	IPR004033	UbiE/COQ5 methyltransferase	GO:0008168
2710197273	233	20	35	ProSitePatterns	PS01183	IPR023576	UbiE/COQ5 methyltransferase, conserved site	GO:0008168
2710197273	233	141	155	ProSitePatterns	PS01184	IPR023576	UbiE/COQ5 methyltransferase, conserved site	GO:0008168
2710197273	233	4	229	SUPERFAMILY	SSF53335			
2710197274	320	81	95	ProSitePatterns	PS00723	IPR000092	Polyprenyl synthetase	GO:0008299
2710197274	320	203	215	ProSitePatterns	PS00444	IPR000092	Polyprenyl synthetase	GO:0008299
2710197274	320	5	320	SUPERFAMILY	SSF48576	IPR008949	Terpenoid synthase	
2710197275	148	1	138	SMART	SM00562	IPR001564	Nucleoside diphosphate kinase	GO:0004550|GO:0005524|GO:0006165|GO:0006183|GO:0006228|GO:0006241
2710197275	148	1	148	SUPERFAMILY	SSF54919	IPR001564	Nucleoside diphosphate kinase	GO:0004550|GO:0005524|GO:0006165|GO:0006183|GO:0006228|GO:0006241
2710197276	257	1	257	ProSiteProfiles	PS50123	IPR000780	MCP methyltransferase, CheR-type	GO:0008757
2710197276	257	2	255	SMART	SM00138	IPR000780	MCP methyltransferase, CheR-type	GO:0008757
2710197276	257	3	67	SUPERFAMILY	SSF47757	IPR022641	MCP methyltransferase, CheR-type, all-alpha domain, N-terminal	
2710197276	257	68	254	SUPERFAMILY	SSF53335			
2710197277	390	1	388	SUPERFAMILY	SSF103263	IPR000453	Chorismate synthase	GO:0004107|GO:0009073
2710197277	390	7	22	ProSitePatterns	PS00787	IPR020541	Chorismate synthase, conserved site	GO:0004107|GO:0009073
2710197277	390	131	147	ProSitePatterns	PS00788	IPR020541	Chorismate synthase, conserved site	GO:0004107|GO:0009073
2710197277	390	339	355	ProSitePatterns	PS00789	IPR020541	Chorismate synthase, conserved site	GO:0004107|GO:0009073
2710197278	360	7	353	SUPERFAMILY	SSF56796			
2710197279	120	2	120	ProSiteProfiles	PS51167	IPR008243	Chorismate mutase, AroH class	
2710197279	120	1	118	SUPERFAMILY	SSF55298	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	
2710197280	366	220	229	ProSitePatterns	PS00599	IPR001917	Aminotransferase, class-II, pyridoxal-phosphate binding site	GO:0008152|GO:0016740
2710197280	366	1	360	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710197281	367	297	367	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2710197281	367	3	292	ProSiteProfiles	PS51176	IPR003099	Prephenate dehydrogenase	GO:0004665|GO:0006571|GO:0008977|GO:0055114
2710197281	367	176	284	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2710197281	367	5	171	SUPERFAMILY	SSF51735			
2710197281	367	291	359	SUPERFAMILY	SSF55021			
2710197282	430	13	427	SUPERFAMILY	SSF55205	IPR013792	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	GO:0003824
2710197282	430	90	104	ProSitePatterns	PS00104	IPR023193	3-phosphoshikimate 1-carboxyvinyltransferase, conserved site	
2710197282	430	341	359	ProSitePatterns	PS00885	IPR023193	3-phosphoshikimate 1-carboxyvinyltransferase, conserved site	
2710197283	299	4	55	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2710197283	299	240	290	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2710197284	419	32	407	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2710197284	419	32	65	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	32	65	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	66	99	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	66	99	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	100	133	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	100	133	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	134	167	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	134	167	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	171	203	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	171	204	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	204	237	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	238	271	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	238	271	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	272	305	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	279	305	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	340	373	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	340	373	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	374	407	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	374	407	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197284	419	33	200	SUPERFAMILY	SSF48452			
2710197284	419	206	409	SUPERFAMILY	SSF48452			
2710197285	179	139	175	SMART	SM00914	IPR014957	IDEAL	
2710197288	169	1	35	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2710197288	169	4	159	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2710197288	169	62	159	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2710197289	224	5	224	ProSiteProfiles	PS51002	IPR005797	Cytochrome b/b6, N-terminal	GO:0009055|GO:0016020|GO:0016491
2710197289	224	6	224	SUPERFAMILY	SSF81342	IPR016174	Di-haem cytochrome, transmembrane	GO:0016020|GO:0022904
2710197290	256	21	156	SUPERFAMILY	SSF81648	IPR005798	Cytochrome b/b6, C-terminal	GO:0009055|GO:0016020|GO:0016491
2710197290	256	27	154	ProSiteProfiles	PS51003	IPR005798	Cytochrome b/b6, C-terminal	GO:0009055|GO:0016020|GO:0016491
2710197290	256	134	254	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710197290	256	178	255	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710197295	128	12	116	SUPERFAMILY	SSF101386			
2710197296	256	140	157	ProSitePatterns	PS01298	IPR022664	Dihydrodipicolinate reductase, conserved site	GO:0008839|GO:0009089|GO:0055114
2710197296	256	3	145	SUPERFAMILY	SSF51735			
2710197296	256	119	227	SUPERFAMILY	SSF55347			
2710197297	135	1	130	SUPERFAMILY	SSF52335	IPR011607	Methylglyoxal synthase-like domain	
2710197297	135	14	107	SMART	SM00851	IPR011607	Methylglyoxal synthase-like domain	
2710197297	135	54	61	ProSitePatterns	PS01335	IPR018148	Methylglyoxal synthase, active site	GO:0008929|GO:0019242
2710197298	233	6	227	SUPERFAMILY	SSF102588	IPR024078	Putative deacetylase LmbE-like domain	
2710197299	374	9	374	SUPERFAMILY	SSF53756			
2710197300	397	4	140	SUPERFAMILY	SSF81301			
2710197300	397	141	393	SUPERFAMILY	SSF81891			
2710197301	327	281	325	SUPERFAMILY	SSF50037	IPR008988	Transcriptional repressor, C-terminal	
2710197301	327	3	62	SUPERFAMILY	SSF46785			
2710197301	327	73	277	SUPERFAMILY	SSF55681			
2710197303	279	3	263	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
2710197304	289	1	281	SUPERFAMILY	SSF52374			
2710197305	127	1	121	SUPERFAMILY	SSF50692	IPR009010	Aspartate decarboxylase-like domain	
2710197306	929	733	919	ProSiteProfiles	PS51194	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2710197306	929	5	172	SMART	SM00479	IPR006055	Exonuclease	GO:0004527
2710197306	929	763	897	SMART	SM00491	IPR006555	ATP-dependent helicase, C-terminal	GO:0003676|GO:0005524|GO:0006139|GO:0008026|GO:0016818
2710197306	929	3	213	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2710197306	929	251	517	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2710197306	929	245	529	ProSiteProfiles	PS51193	IPR014013	Helicase, superfamily 1/2, ATP-binding domain, DinG/Rad3-type	GO:0016817
2710197306	929	267	323	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197306	929	411	481	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197306	929	673	687	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197306	929	720	891	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197309	158	35	95	SUPERFAMILY	SSF54403			
2710197309	158	95	156	SUPERFAMILY	SSF54403			
2710197310	396	236	249	ProSitePatterns	PS00105	IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site	GO:0003824|GO:0009058|GO:0030170
2710197310	396	4	392	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710197311	430	130	430	ProSiteProfiles	PS50862	IPR006195	Aminoacyl-tRNA synthetase, class II	GO:0004812|GO:0006418
2710197311	430	9	102	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2710197311	430	110	424	SUPERFAMILY	SSF55681			
2710197312	236	131	196	SUPERFAMILY	SSF158499			
2710197313	218	39	187	SMART	SM00478	IPR003265	HhH-GPD domain	GO:0006284
2710197313	218	188	208	SMART	SM00525	IPR003651	Endonuclease III-like, iron-sulphur cluster loop motif	GO:0051539
2710197313	218	103	132	ProSitePatterns	PS01155	IPR004036	Endonuclease III-like, conserved site-2	
2710197313	218	1	211	SUPERFAMILY	SSF48150	IPR011257	DNA glycosylase	GO:0003824|GO:0006281
2710197315	200	3	199	SUPERFAMILY	SSF51905			
2710197316	546	1	65	SUPERFAMILY	SSF55008	IPR006121	Heavy metal-associated domain, HMA	GO:0030001|GO:0046872
2710197316	546	3	67	ProSiteProfiles	PS50846	IPR006121	Heavy metal-associated domain, HMA	GO:0030001|GO:0046872
2710197316	546	119	129	ProSitePatterns	PS00076	IPR012999	Pyridine nucleotide-disulphide oxidoreductase, class I, active site	GO:0016668|GO:0055114
2710197316	546	418	544	SUPERFAMILY	SSF55424	IPR016156	FAD/NAD-linked reductase, dimerisation domain	GO:0016491|GO:0050660|GO:0055114
2710197316	546	8	36	ProSitePatterns	PS01047	IPR017969	Heavy-metal-associated, conserved site	GO:0030001|GO:0046872
2710197316	546	84	135	SUPERFAMILY	SSF51905			
2710197316	546	181	268	SUPERFAMILY	SSF51905			
2710197316	546	297	442	SUPERFAMILY	SSF51905			
2710197318	132	2	71	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710197318	132	3	72	SMART	SM00422	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710197318	132	6	28	ProSitePatterns	PS00552	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710197318	132	3	129	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2710197319	33	6	14	ProSitePatterns	PS00397	IPR006118	Recombinase, conserved site	GO:0000150|GO:0006310
2710197319	33	1	30	SUPERFAMILY	SSF53041	IPR006119	Resolvase, N-terminal	GO:0000150|GO:0003677|GO:0006310
2710197320	82	1	36	SUPERFAMILY	SSF53041	IPR006119	Resolvase, N-terminal	GO:0000150|GO:0003677|GO:0006310
2710197323	213	26	151	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2710197323	213	3	184	SUPERFAMILY	SSF109604			
2710197324	391	319	391	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2710197324	391	140	167	ProSitePatterns	PS00065	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	GO:0016616|GO:0048037|GO:0055114
2710197324	391	191	213	ProSitePatterns	PS00670	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding	GO:0016616|GO:0048037|GO:0055114
2710197324	391	30	104	SUPERFAMILY	SSF52283			
2710197324	391	86	275	SUPERFAMILY	SSF51735			
2710197324	391	313	391	SUPERFAMILY	SSF55021			
2710197325	359	2	353	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710197325	359	184	203	ProSitePatterns	PS00595	IPR020578	Aminotransferase class-V pyridoxal-phosphate binding site	
2710197327	218	4	126	ProSiteProfiles	PS51201	IPR003148	Regulator of K+ conductance, N-terminal	GO:0006813
2710197327	218	135	218	ProSiteProfiles	PS51202	IPR006037	Regulator of K+ conductance, C-terminal	GO:0006813|GO:0008324
2710197327	218	3	134	SUPERFAMILY	SSF51735			
2710197327	218	130	215	SUPERFAMILY	SSF116726			
2710197329	411	13	401	SUPERFAMILY	SSF118215			
2710197330	398	282	363	ProSiteProfiles	PS50106	IPR001478	PDZ domain	GO:0005515
2710197330	398	284	363	SMART	SM00228	IPR001478	PDZ domain	GO:0005515
2710197330	398	304	388	SUPERFAMILY	SSF50156	IPR001478	PDZ domain	GO:0005515
2710197332	342	42	325	SUPERFAMILY	SSF53474			
2710197334	253	5	250	SUPERFAMILY	SSF51735			
2710197335	485	83	201	SUPERFAMILY	SSF50156	IPR001478	PDZ domain	GO:0005515
2710197335	485	92	168	ProSiteProfiles	PS50106	IPR001478	PDZ domain	GO:0005515
2710197335	485	112	183	SMART	SM00228	IPR001478	PDZ domain	GO:0005515
2710197335	485	385	454	SUPERFAMILY	SSF47090	IPR002477	Peptidoglycan binding-like	
2710197335	485	185	376	SMART	SM00245	IPR005151	Interphotoreceptor retinol-binding	GO:0006508|GO:0008236
2710197335	485	51	130	SUPERFAMILY	SSF52096			
2710197335	485	207	380	SUPERFAMILY	SSF52096			
2710197336	357	8	344	SUPERFAMILY	SSF53474			
2710197337	431	200	214	ProSitePatterns	PS00868	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170
2710197337	431	6	423	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710197338	379	195	209	ProSitePatterns	PS00868	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0030170
2710197338	379	1	374	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710197339	126	1	126	SUPERFAMILY	SSF103247	IPR005180	Domain of unknown function DUF302	
2710197340	193	52	190	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2710197340	193	52	193	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2710197340	193	82	100	ProSitePatterns	PS00194	IPR017937	Thioredoxin, conserved site	GO:0045454
2710197342	192	25	182	SUPERFAMILY	SSF53335			
2710197345	449	275	446	SUPERFAMILY	SSF51261	IPR011055	Duplicated hybrid motif	
2710197347	228	2	228	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710197347	228	27	214	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710197347	228	138	152	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710197347	228	1	222	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197348	104	8	102	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710197348	104	31	104	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710197348	104	1	19	ProSiteProfiles	PS51257			
2710197350	327	205	221	ProSitePatterns	PS00745	IPR000352	Peptide chain release factor class I/class II	GO:0003747|GO:0006415
2710197350	327	45	155	SMART	SM00937	IPR005139	Peptide chain release factor	GO:0005737|GO:0006415|GO:0016149
2710197350	327	1	324	SUPERFAMILY	SSF75620			
2710197351	836	5	382	SMART	SM00957	IPR011115	SecA DEAD-like, N-terminal	GO:0005524|GO:0016020|GO:0017038
2710197351	836	571	824	SUPERFAMILY	SSF81886	IPR011116	SecA Wing/Scaffold	GO:0016020|GO:0017038
2710197351	836	225	348	SUPERFAMILY	SSF81767	IPR011130	SecA preprotein, cross-linking domain	GO:0016020|GO:0017038
2710197351	836	226	338	SMART	SM00958	IPR011130	SecA preprotein, cross-linking domain	GO:0016020|GO:0017038
2710197351	836	1	570	ProSiteProfiles	PS51196	IPR014018	SecA motor DEAD	
2710197351	836	480	495	ProSitePatterns	PS01312	IPR020937	SecA conserved site	GO:0006605|GO:0006886|GO:0016020
2710197351	836	6	226	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197351	836	348	395	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197351	836	396	569	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197352	374	4	24	SUPERFAMILY	SSF103642			
2710197353	278	1	217	SUPERFAMILY	SSF56235			
2710197354	369	1	356	SUPERFAMILY	SSF144052			
2710197355	192	3	111	SUPERFAMILY	SSF69754	IPR003489	Ribosomal protein S30Ae/sigma 54 modulation protein	GO:0044238
2710197356	187	2	126	SUPERFAMILY	SSF143422	IPR002686	Transposase IS200-like	GO:0003677|GO:0004803|GO:0006313
2710197358	110	5	107	SUPERFAMILY	SSF142906			
2710197361	134	4	123	SUPERFAMILY	SSF101116	IPR003713	Flagellar protein FliS	GO:0009288
2710197363	120	23	120	SUPERFAMILY	SSF160214			
2710197364	310	7	196	SUPERFAMILY	SSF55608	IPR027434	Homing endonuclease	GO:0004519
2710197365	79	43	79	SUPERFAMILY	SSF64518			
2710197366	439	1	436	SUPERFAMILY	SSF64518			
2710197367	73	1	55	SUPERFAMILY	SSF117130			
2710197368	147	1	140	SUPERFAMILY	SSF141457	IPR024046	Flagellar assembly factor FliW domain	
2710197370	301	1	301	SUPERFAMILY	SSF64518			
2710197371	525	174	274	SUPERFAMILY	SSF64518			
2710197371	525	339	518	SUPERFAMILY	SSF64518			
2710197372	164	2	132	SUPERFAMILY	SSF140566	IPR007809	FlgN-like domain	GO:0044780
2710197373	88	1	85	SUPERFAMILY	SSF101498			
2710197375	233	86	231	SUPERFAMILY	SSF53271			
2710197376	494	342	494	ProSiteProfiles	PS51194	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2710197376	494	372	453	SMART	SM00490	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2710197376	494	146	321	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2710197376	494	162	314	ProSiteProfiles	PS51192	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2710197376	494	163	463	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710197377	283	3	279	ProSiteProfiles	PS51482	IPR003797	DegV	
2710197377	283	1	280	SUPERFAMILY	SSF82549			
2710197378	300	37	136	SUPERFAMILY	SSF103481			
2710197378	300	184	289	SUPERFAMILY	SSF103481			
2710197379	306	201	303	SUPERFAMILY	SSF56194	IPR011601	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal	GO:0008762|GO:0055114
2710197379	306	6	197	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2710197379	306	34	198	ProSiteProfiles	PS51387	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2710197381	153	37	153	SUPERFAMILY	SSF54427			
2710197382	294	9	63	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710197382	294	10	63	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710197382	294	6	64	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2710197382	294	157	273	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2710197382	294	157	190	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197382	294	200	233	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197382	294	240	273	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710197382	294	132	276	SUPERFAMILY	SSF48452			
2710197383	298	9	63	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710197383	298	10	63	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710197383	298	6	64	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2710197383	298	91	272	SUPERFAMILY	SSF48452			
2710197384	128	1	127	SUPERFAMILY	SSF54593			
2710197385	308	2	306	SUPERFAMILY	SSF64182			
2710197386	263	6	260	SUPERFAMILY	SSF51735			
2710197387	355	2	279	SUPERFAMILY	SSF51735			
2710197388	668	153	337	SUPERFAMILY	SSF56519	IPR005311	Penicillin-binding protein, dimerisation domain	GO:0008658
2710197388	668	338	667	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2710197388	668	1	21	ProSiteProfiles	PS51257			
2710197388	668	28	148	SUPERFAMILY	SSF54427			
2710197389	321	90	246	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2710197389	321	114	215	SMART	SM00450	IPR001763	Rhodanese-like domain	
2710197389	321	124	218	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2710197391	817	38	50	ProSitePatterns	PS00785	IPR006146	5'-Nucleotidase, conserved site	GO:0000166|GO:0016788|GO:0046872
2710197391	817	102	113	ProSitePatterns	PS00786	IPR006146	5'-Nucleotidase, conserved site	GO:0000166|GO:0016788|GO:0046872
2710197391	817	322	525	SUPERFAMILY	SSF55816	IPR008334	5'-Nucleotidase, C-terminal	GO:0009166|GO:0016787
2710197391	817	36	319	SUPERFAMILY	SSF56300			
2710197392	1323	723	1035	SUPERFAMILY	SSF56219	IPR005135	Endonuclease/exonuclease/phosphatase	
2710197395	410	211	326	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2710197395	410	16	218	SUPERFAMILY	SSF53187			
2710197395	410	335	406	SUPERFAMILY	SSF53187			
2710197396	439	228	336	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2710197396	439	2	54	SUPERFAMILY	SSF53187			
2710197396	439	94	243	SUPERFAMILY	SSF53187			
2710197396	439	342	432	SUPERFAMILY	SSF53187			
2710197397	400	186	299	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2710197397	400	2	200	SUPERFAMILY	SSF53187			
2710197397	400	301	390	SUPERFAMILY	SSF53187			
2710197398	384	364	383	SUPERFAMILY	SSF103642			
2710197399	271	32	269	SUPERFAMILY	SSF53850			
2710197400	221	17	209	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2710197400	221	12	206	SUPERFAMILY	SSF161098			
2710197401	340	5	244	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710197401	340	33	223	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710197401	340	144	158	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710197401	340	237	339	ProSiteProfiles	PS51264	IPR017908	ABC transporter, methionine import, ATP-binding protein, MetN, C-terminal	
